Freq,Power,Theor.AR(1),chi2 80%,chi2 90%,chi2 95%,chi2 99%,chi2 crit.
0.053652,0.23139,0.59965,0.92143,1.2302,1.529,2.201,3.254
0.053802,0.26299,0.59678,0.91702,1.2243,1.5217,2.1905,3.2384
0.053952,0.25243,0.59393,0.91264,1.2185,1.5145,2.18,3.2229
0.054102,0.52274,0.5911,0.90829,1.2127,1.5072,2.1696,3.2075
0.054251,0.68987,0.58829,0.90397,1.2069,1.5001,2.1593,3.1923
0.054401,1.0483,0.5855,0.89969,1.2012,1.493,2.1491,3.1772
0.054551,1.465,0.58273,0.89543,1.1955,1.4859,2.1389,3.1622
0.054701,2.0559,0.57999,0.89121,1.1899,1.4789,2.1288,3.1472
0.054851,2.5235,0.57726,0.88702,1.1843,1.4719,2.1188,3.1325
0.055001,2.6579,0.57455,0.88286,1.1788,1.465,2.1089,3.1178
0.055151,2.5697,0.57187,0.87874,1.1732,1.4582,2.099,3.1032
0.055301,2.6954,0.5692,0.87464,1.1678,1.4514,2.0892,3.0887
0.05545,3.0928,0.56655,0.87057,1.1623,1.4446,2.0795,3.0743
0.0556,3.7542,0.56392,0.86653,1.1569,1.4379,2.0699,3.0601
0.05575,3.5861,0.56131,0.86252,1.1516,1.4313,2.0603,3.0459
0.0559,2.7724,0.55872,0.85854,1.1463,1.4247,2.0508,3.0319
0.05605,1.324,0.55615,0.85459,1.141,1.4181,2.0413,3.0179
0.0562,0.29661,0.5536,0.85066,1.1358,1.4116,2.032,3.0041
0.05635,0.076271,0.55106,0.84677,1.1306,1.4052,2.0227,2.9903
0.056499,0.33616,0.54855,0.8429,1.1254,1.3987,2.0134,2.9766
0.056649,0.637,0.54605,0.83906,1.1203,1.3924,2.0042,2.9631
0.056799,0.70873,0.54357,0.83525,1.1152,1.386,1.9951,2.9496
0.056949,0.49224,0.54111,0.83147,1.1101,1.3798,1.9861,2.9363
0.057099,0.65365,0.53866,0.82771,1.1051,1.3735,1.9771,2.923
0.057249,0.57712,0.53623,0.82398,1.1001,1.3673,1.9682,2.9098
0.057399,0.67674,0.53382,0.82028,1.0952,1.3612,1.9594,2.8967
0.057549,0.35989,0.53143,0.8166,1.0903,1.3551,1.9506,2.8838
0.057698,0.27965,0.52905,0.81295,1.0854,1.349,1.9419,2.8709
0.057848,0.28634,0.52669,0.80932,1.0806,1.343,1.9332,2.8581
0.057998,0.58535,0.52435,0.80572,1.0758,1.337,1.9246,2.8453
0.058148,0.67282,0.52202,0.80215,1.071,1.3311,1.9161,2.8327
0.058298,0.61593,0.51971,0.7986,1.0662,1.3252,1.9076,2.8202
0.058448,0.41323,0.51742,0.79507,1.0615,1.3194,1.8992,2.8077
0.058598,0.29882,0.51514,0.79157,1.0569,1.3136,1.8908,2.7954
0.058747,0.42076,0.51288,0.78809,1.0522,1.3078,1.8825,2.7831
0.058897,0.41356,0.51063,0.78464,1.0476,1.3021,1.8743,2.7709
0.059047,0.58847,0.5084,0.78122,1.043,1.2964,1.8661,2.7588
0.059197,0.51861,0.50619,0.77781,1.0385,1.2907,1.8579,2.7468
0.059347,0.78604,0.50399,0.77443,1.034,1.2851,1.8499,2.7348
0.059497,0.81869,0.5018,0.77107,1.0295,1.2795,1.8418,2.723
0.059647,0.80717,0.49963,0.76774,1.025,1.274,1.8339,2.7112
0.059797,0.54345,0.49748,0.76443,1.0206,1.2685,1.826,2.6995
0.059946,0.21461,0.49534,0.76114,1.0162,1.2631,1.8181,2.6879
0.060096,0.075946,0.49321,0.75788,1.0119,1.2576,1.8103,2.6764
0.060246,0.062893,0.4911,0.75463,1.0075,1.2523,1.8026,2.6649
0.060396,0.071039,0.48901,0.75141,1.0032,1.2469,1.7949,2.6535
0.060546,0.047965,0.48692,0.74821,0.99897,1.2416,1.7872,2.6422
0.060696,0.066759,0.48486,0.74503,0.99473,1.2363,1.7796,2.631
0.060846,0.14716,0.4828,0.74188,0.99051,1.2311,1.7721,2.6199
0.060995,0.37858,0.48076,0.73874,0.98633,1.2259,1.7646,2.6088
0.061145,0.41654,0.47874,0.73563,0.98217,1.2207,1.7572,2.5978
0.061295,0.27895,0.47672,0.73254,0.97804,1.2156,1.7498,2.5869
0.061445,0.13824,0.47473,0.72947,0.97394,1.2105,1.7425,2.5761
0.061595,0.040707,0.47274,0.72642,0.96987,1.2054,1.7352,2.5653
0.061745,0.19291,0.47077,0.72339,0.96582,1.2004,1.7279,2.5546
0.061895,0.40544,0.46881,0.72038,0.9618,1.1954,1.7207,2.5439
0.062045,0.40718,0.46686,0.71739,0.95781,1.1904,1.7136,2.5334
0.062194,0.41986,0.46493,0.71442,0.95385,1.1855,1.7065,2.5229
0.062344,0.36051,0.46301,0.71147,0.94991,1.1806,1.6995,2.5125
0.062494,0.37348,0.4611,0.70853,0.946,1.1758,1.6925,2.5021
0.062644,0.52215,0.45921,0.70562,0.94211,1.1709,1.6855,2.4919
0.062794,0.44766,0.45733,0.70273,0.93825,1.1661,1.6786,2.4816
0.062944,0.35905,0.45546,0.69986,0.93441,1.1614,1.6717,2.4715
0.063094,0.1695,0.4536,0.697,0.9306,1.1566,1.6649,2.4614
0.063243,0.11614,0.45175,0.69417,0.92682,1.1519,1.6581,2.4514
0.063393,0.17468,0.44992,0.69135,0.92305,1.1472,1.6514,2.4415
0.063543,0.51017,0.4481,0.68855,0.91932,1.1426,1.6447,2.4316
0.063693,0.67145,0.44629,0.68577,0.91561,1.138,1.6381,2.4218
0.063843,0.84392,0.44449,0.68301,0.91192,1.1334,1.6315,2.412
0.063993,0.70633,0.44271,0.68027,0.90826,1.1289,1.6249,2.4023
0.064143,0.38146,0.44093,0.67754,0.90462,1.1243,1.6184,2.3927
0.064293,0.23316,0.43917,0.67484,0.901,1.1198,1.612,2.3831
0.064442,0.11918,0.43742,0.67214,0.89741,1.1154,1.6055,2.3736
0.064592,0.23512,0.43568,0.66947,0.89384,1.1109,1.5991,2.3642
0.064742,0.41166,0.43395,0.66682,0.89029,1.1065,1.5928,2.3548
0.064892,0.35453,0.43224,0.66418,0.88677,1.1022,1.5865,2.3455
0.065042,0.62039,0.43053,0.66156,0.88327,1.0978,1.5802,2.3362
0.065192,0.81996,0.42883,0.65895,0.87979,1.0935,1.574,2.327
0.065342,1.4329,0.42715,0.65636,0.87634,1.0892,1.5678,2.3179
0.065491,1.8179,0.42548,0.65379,0.8729,1.0849,1.5617,2.3088
0.065641,1.9506,0.42381,0.65123,0.86949,1.0807,1.5556,2.2998
0.065791,1.7133,0.42216,0.6487,0.8661,1.0765,1.5495,2.2908
0.065941,1.362,0.42052,0.64617,0.86273,1.0723,1.5435,2.2819
0.066091,1.079,0.41889,0.64367,0.85939,1.0681,1.5375,2.2731
0.066241,0.948,0.41727,0.64117,0.85606,1.064,1.5316,2.2643
0.066391,0.75795,0.41566,0.6387,0.85276,1.0599,1.5256,2.2555
0.06654,0.53592,0.41405,0.63624,0.84947,1.0558,1.5198,2.2468
0.06669,0.37623,0.41246,0.6338,0.84621,1.0517,1.5139,2.2382
0.06684,0.26224,0.41088,0.63137,0.84297,1.0477,1.5081,2.2296
0.06699,0.38514,0.40931,0.62895,0.83974,1.0437,1.5024,2.2211
0.06714,0.32231,0.40775,0.62655,0.83654,1.0397,1.4966,2.2126
0.06729,0.23122,0.4062,0.62417,0.83336,1.0358,1.4909,2.2042
0.06744,0.1141,0.40466,0.6218,0.8302,1.0318,1.4853,2.1958
0.06759,0.092212,0.40313,0.61945,0.82705,1.0279,1.4797,2.1875
0.067739,0.25049,0.40161,0.61711,0.82393,1.024,1.4741,2.1793
0.067889,0.43752,0.40009,0.61479,0.82083,1.0202,1.4685,2.1711
0.068039,0.3668,0.39859,0.61247,0.81774,1.0164,1.463,2.1629
0.068189,0.31133,0.39709,0.61018,0.81468,1.0125,1.4575,2.1548
0.068339,0.061515,0.39561,0.6079,0.81163,1.0088,1.4521,2.1467
0.068489,0.068316,0.39413,0.60563,0.8086,1.005,1.4467,2.1387
0.068639,0.13015,0.39267,0.60338,0.80559,1.0013,1.4413,2.1308
0.068788,0.30344,0.39121,0.60114,0.8026,0.99754,1.4359,2.1229
0.068938,0.36986,0.38976,0.59891,0.79963,0.99385,1.4306,2.115
0.069088,0.3484,0.38832,0.5967,0.79668,0.99017,1.4253,2.1072
0.069238,0.22833,0.38689,0.5945,0.79374,0.98653,1.4201,2.0994
0.069388,0.12335,0.38547,0.59231,0.79082,0.9829,1.4148,2.0917
0.069538,0.1738,0.38405,0.59014,0.78792,0.97929,1.4097,2.084
0.069688,0.37406,0.38265,0.58798,0.78504,0.97571,1.4045,2.0764
0.069838,0.45467,0.38125,0.58584,0.78217,0.97215,1.3994,2.0688
0.069987,0.67665,0.37986,0.5837,0.77933,0.96861,1.3943,2.0613
0.070137,0.4913,0.37848,0.58158,0.7765,0.96509,1.3892,2.0538
0.070287,0.60689,0.37711,0.57947,0.77368,0.9616,1.3842,2.0464
0.070437,0.65601,0.37575,0.57738,0.77089,0.95812,1.3792,2.039
0.070587,0.72961,0.37439,0.5753,0.76811,0.95466,1.3742,2.0316
0.070737,0.74939,0.37305,0.57323,0.76534,0.95123,1.3693,2.0243
0.070887,0.59119,0.37171,0.57117,0.7626,0.94782,1.3643,2.017
0.071036,0.43673,0.37038,0.56913,0.75987,0.94442,1.3595,2.0098
0.071186,0.51905,0.36906,0.56709,0.75715,0.94105,1.3546,2.0026
0.071336,0.75172,0.36774,0.56507,0.75445,0.9377,1.3498,1.9955
0.071486,0.9875,0.36643,0.56307,0.75177,0.93436,1.345,1.9884
0.071636,1.6752,0.36513,0.56107,0.74911,0.93105,1.3402,1.9814
0.071786,2.4368,0.36384,0.55908,0.74646,0.92776,1.3355,1.9744
0.071936,3.7944,0.36256,0.55711,0.74382,0.92448,1.3308,1.9674
0.072086,5.1905,0.36128,0.55515,0.7412,0.92123,1.3261,1.9605
0.072235,6.3096,0.36001,0.5532,0.7386,0.91799,1.3214,1.9536
0.072385,7.3975,0.35875,0.55126,0.73601,0.91478,1.3168,1.9467
0.072535,9.2174,0.3575,0.54933,0.73344,0.91158,1.3122,1.9399
0.072685,11.652,0.35625,0.54742,0.73088,0.9084,1.3076,1.9332
0.072835,14.688,0.35501,0.54551,0.72834,0.90524,1.3031,1.9264
0.072985,16.735,0.35378,0.54362,0.72581,0.9021,1.2985,1.9198
0.073135,16.121,0.35256,0.54174,0.7233,0.89898,1.294,1.9131
0.073284,14.47,0.35134,0.53987,0.7208,0.89587,1.2896,1.9065
0.073434,11.162,0.35013,0.53801,0.71832,0.89278,1.2851,1.8999
0.073584,9.0927,0.34892,0.53616,0.71585,0.88972,1.2807,1.8934
0.073734,7.5592,0.34773,0.53432,0.71339,0.88666,1.2763,1.8869
0.073884,5.5766,0.34654,0.53249,0.71095,0.88363,1.2719,1.8805
0.074034,4.112,0.34535,0.53067,0.70853,0.88061,1.2676,1.874
0.074184,2.4317,0.34418,0.52887,0.70611,0.87762,1.2633,1.8677
0.074334,2.2713,0.34301,0.52707,0.70371,0.87463,1.259,1.8613
0.074483,3.8175,0.34185,0.52528,0.70133,0.87167,1.2547,1.855
0.074633,5.2163,0.34069,0.52351,0.69896,0.86872,1.2505,1.8487
0.074783,6.1795,0.33954,0.52174,0.6966,0.86579,1.2463,1.8425
0.074933,5.66,0.3384,0.51999,0.69426,0.86288,1.2421,1.8363
0.075083,4.3145,0.33726,0.51824,0.69193,0.85998,1.2379,1.8301
0.075233,3.3721,0.33613,0.51651,0.68961,0.8571,1.2338,1.824
0.075383,2.71,0.33501,0.51478,0.6873,0.85424,1.2296,1.8179
0.075532,2.1454,0.33389,0.51306,0.68501,0.85139,1.2255,1.8118
0.075682,1.8979,0.33278,0.51136,0.68273,0.84856,1.2215,1.8058
0.075832,1.59,0.33168,0.50966,0.68047,0.84574,1.2174,1.7998
0.075982,1.8943,0.33058,0.50797,0.67822,0.84294,1.2134,1.7939
0.076132,2.5945,0.32949,0.5063,0.67598,0.84016,1.2094,1.7879
0.076282,2.8054,0.3284,0.50463,0.67375,0.83739,1.2054,1.7821
0.076432,2.6861,0.32732,0.50297,0.67154,0.83464,1.2014,1.7762
0.076582,2.0118,0.32625,0.50132,0.66933,0.8319,1.1975,1.7704
0.076731,1.563,0.32518,0.49968,0.66714,0.82918,1.1936,1.7646
0.076881,1.552,0.32412,0.49805,0.66497,0.82647,1.1897,1.7588
0.077031,1.8067,0.32307,0.49643,0.6628,0.82378,1.1858,1.7531
0.077181,1.7533,0.32202,0.49481,0.66065,0.82111,1.1819,1.7474
0.077331,1.4882,0.32097,0.49321,0.65851,0.81845,1.1781,1.7417
0.077481,0.93486,0.31994,0.49162,0.65638,0.8158,1.1743,1.7361
0.077631,0.70501,0.3189,0.49003,0.65426,0.81317,1.1705,1.7305
0.07778,0.65941,0.31788,0.48845,0.65215,0.81055,1.1668,1.7249
0.07793,0.86834,0.31686,0.48688,0.65006,0.80795,1.163,1.7194
0.07808,0.79102,0.31584,0.48532,0.64798,0.80536,1.1593,1.7139
0.07823,0.8064,0.31483,0.48377,0.64591,0.80279,1.1556,1.7084
0.07838,0.46805,0.31383,0.48223,0.64385,0.80023,1.1519,1.703
0.07853,0.38834,0.31283,0.4807,0.6418,0.79768,1.1482,1.6975
0.07868,0.18634,0.31184,0.47917,0.63976,0.79515,1.1446,1.6922
0.07883,0.19578,0.31085,0.47765,0.63774,0.79263,1.141,1.6868
0.078979,0.14164,0.30987,0.47614,0.63572,0.79013,1.1374,1.6815
0.079129,0.28472,0.30889,0.47464,0.63372,0.78764,1.1338,1.6762
0.079279,0.25525,0.30792,0.47315,0.63173,0.78516,1.1302,1.6709
0.079429,0.42963,0.30695,0.47167,0.62974,0.7827,1.1267,1.6657
0.079579,0.36807,0.30599,0.47019,0.62777,0.78025,1.1231,1.6604
0.079729,0.52591,0.30504,0.46872,0.62581,0.77781,1.1196,1.6553
0.079879,0.44435,0.30409,0.46726,0.62386,0.77539,1.1161,1.6501
0.080028,0.49908,0.30314,0.46581,0.62192,0.77298,1.1127,1.645
0.080178,0.33842,0.3022,0.46437,0.61999,0.77058,1.1092,1.6399
0.080328,0.24866,0.30127,0.46293,0.61808,0.7682,1.1058,1.6348
0.080478,0.17394,0.30034,0.4615,0.61617,0.76582,1.1024,1.6297
0.080628,0.17139,0.29941,0.46008,0.61427,0.76347,1.099,1.6247
0.080778,0.22526,0.29849,0.45867,0.61238,0.76112,1.0956,1.6197
0.080928,0.35878,0.29758,0.45726,0.61051,0.75879,1.0922,1.6148
0.081077,0.42045,0.29667,0.45586,0.60864,0.75647,1.0889,1.6098
0.081227,0.53306,0.29576,0.45447,0.60678,0.75416,1.0856,1.6049
0.081377,0.68736,0.29486,0.45309,0.60493,0.75186,1.0823,1.6
0.081527,0.61229,0.29397,0.45171,0.6031,0.74958,1.079,1.5952
0.081677,0.88681,0.29307,0.45034,0.60127,0.74731,1.0757,1.5903
0.081827,0.76355,0.29219,0.44898,0.59945,0.74505,1.0725,1.5855
0.081977,1.0188,0.29131,0.44763,0.59764,0.7428,1.0692,1.5808
0.082127,1.0035,0.29043,0.44628,0.59585,0.74057,1.066,1.576
0.082276,1.0693,0.28956,0.44494,0.59406,0.73834,1.0628,1.5713
0.082426,0.98101,0.28869,0.44361,0.59228,0.73613,1.0596,1.5666
0.082576,0.98052,0.28783,0.44228,0.59051,0.73393,1.0565,1.5619
0.082726,0.6985,0.28697,0.44096,0.58875,0.73174,1.0533,1.5572
0.082876,0.64663,0.28612,0.43965,0.58699,0.72956,1.0502,1.5526
0.083026,0.25042,0.28527,0.43834,0.58525,0.7274,1.0471,1.548
0.083176,0.14256,0.28442,0.43705,0.58352,0.72524,1.044,1.5434
0.083325,0.081939,0.28358,0.43575,0.58179,0.7231,1.0409,1.5388
0.083475,0.315,0.28275,0.43447,0.58008,0.72097,1.0378,1.5343
0.083625,0.57286,0.28191,0.43319,0.57837,0.71885,1.0348,1.5298
0.083775,0.89369,0.28109,0.43192,0.57668,0.71674,1.0317,1.5253
0.083925,0.76502,0.28026,0.43066,0.57499,0.71464,1.0287,1.5208
0.084075,0.71004,0.27945,0.4294,0.57331,0.71255,1.0257,1.5164
0.084225,0.37783,0.27863,0.42815,0.57164,0.71048,1.0227,1.512
0.084375,0.28884,0.27782,0.4269,0.56997,0.70841,1.0197,1.5076
0.084524,0.28554,0.27701,0.42566,0.56832,0.70636,1.0168,1.5032
0.084674,0.41399,0.27621,0.42443,0.56668,0.70431,1.0138,1.4988
0.084824,0.53503,0.27542,0.42321,0.56504,0.70228,1.0109,1.4945
0.084974,0.73163,0.27462,0.42199,0.56341,0.70025,1.008,1.4902
0.085124,0.70001,0.27383,0.42077,0.56179,0.69824,1.0051,1.4859
0.085274,0.76188,0.27305,0.41957,0.56018,0.69624,1.0022,1.4817
0.085424,0.5881,0.27227,0.41837,0.55858,0.69425,0.99934,1.4774
0.085573,0.47063,0.27149,0.41717,0.55698,0.69226,0.99648,1.4732
0.085723,0.30858,0.27071,0.41598,0.5554,0.69029,0.99365,1.469
0.085873,0.27714,0.26995,0.4148,0.55382,0.68833,0.99082,1.4648
0.086023,0.24569,0.26918,0.41362,0.55225,0.68638,0.98801,1.4607
0.086173,0.42391,0.26842,0.41245,0.55068,0.68444,0.98522,1.4565
0.086323,0.38984,0.26766,0.41129,0.54913,0.6825,0.98244,1.4524
0.086473,0.48008,0.26691,0.41013,0.54758,0.68058,0.97967,1.4483
0.086623,0.30106,0.26616,0.40898,0.54604,0.67867,0.97692,1.4443
0.086772,0.22821,0.26541,0.40783,0.54451,0.67677,0.97418,1.4402
0.086922,0.099559,0.26467,0.40669,0.54299,0.67487,0.97145,1.4362
0.087072,0.18365,0.26393,0.40556,0.54148,0.67299,0.96874,1.4322
0.087222,0.15015,0.26319,0.40443,0.53997,0.67112,0.96604,1.4282
0.087372,0.28707,0.26246,0.4033,0.53847,0.66925,0.96336,1.4242
0.087522,0.13771,0.26174,0.40218,0.53697,0.6674,0.96069,1.4203
0.087672,0.15211,0.26101,0.40107,0.53549,0.66555,0.95803,1.4164
0.087821,0.17744,0.26029,0.39997,0.53401,0.66371,0.95539,1.4124
0.087971,0.32122,0.25957,0.39886,0.53254,0.66189,0.95276,1.4086
0.088121,0.61692,0.25886,0.39777,0.53108,0.66007,0.95014,1.4047
0.088271,0.80352,0.25815,0.39668,0.52962,0.65826,0.94754,1.4008
0.088421,0.89528,0.25745,0.39559,0.52817,0.65646,0.94495,1.397
0.088571,0.9196,0.25674,0.39451,0.52673,0.65467,0.94237,1.3932
0.088721,0.80357,0.25605,0.39344,0.5253,0.65289,0.9398,1.3894
0.088871,0.65962,0.25535,0.39237,0.52387,0.65111,0.93725,1.3856
0.08902,0.50657,0.25466,0.39131,0.52245,0.64935,0.93471,1.3819
0.08917,0.20325,0.25397,0.39025,0.52104,0.64759,0.93218,1.3781
0.08932,0.077347,0.25328,0.3892,0.51964,0.64585,0.92967,1.3744
0.08947,0.064829,0.2526,0.38815,0.51824,0.64411,0.92717,1.3707
0.08962,0.18348,0.25192,0.38711,0.51685,0.64238,0.92468,1.367
0.08977,0.50286,0.25125,0.38607,0.51546,0.64066,0.9222,1.3634
0.08992,0.63069,0.25058,0.38504,0.51408,0.63894,0.91973,1.3597
0.090069,0.59695,0.24991,0.38401,0.51271,0.63724,0.91728,1.3561
0.090219,0.62017,0.24924,0.38299,0.51135,0.63554,0.91484,1.3525
0.090369,0.46725,0.24858,0.38197,0.50999,0.63386,0.91241,1.3489
0.090519,0.74835,0.24792,0.38096,0.50864,0.63218,0.90999,1.3453
0.090669,0.93722,0.24727,0.37995,0.50729,0.63051,0.90759,1.3418
0.090819,1.1055,0.24662,0.37895,0.50596,0.62884,0.90519,1.3382
0.090969,1.1318,0.24597,0.37795,0.50462,0.62719,0.90281,1.3347
0.091119,0.93502,0.24532,0.37696,0.5033,0.62554,0.90044,1.3312
0.091268,0.76676,0.24468,0.37598,0.50198,0.6239,0.89808,1.3277
0.091418,0.76023,0.24404,0.37499,0.50067,0.62227,0.89573,1.3243
0.091568,0.69341,0.2434,0.37401,0.49936,0.62065,0.8934,1.3208
0.091718,0.74377,0.24277,0.37304,0.49806,0.61903,0.89107,1.3174
0.091868,0.58647,0.24214,0.37207,0.49677,0.61743,0.88876,1.3139
0.092018,0.4314,0.24151,0.37111,0.49548,0.61583,0.88646,1.3105
0.092168,0.28678,0.24089,0.37015,0.4942,0.61424,0.88417,1.3072
0.092317,0.17933,0.24027,0.3692,0.49293,0.61265,0.88189,1.3038
0.092467,0.11138,0.23965,0.36825,0.49166,0.61108,0.87962,1.3004
0.092617,0.052745,0.23903,0.3673,0.4904,0.60951,0.87736,1.2971
0.092767,0.032066,0.23842,0.36636,0.48914,0.60795,0.87511,1.2938
0.092917,0.10048,0.23781,0.36542,0.48789,0.60639,0.87288,1.2905
0.093067,0.19766,0.23721,0.36449,0.48665,0.60485,0.87065,1.2872
0.093217,0.29052,0.2366,0.36356,0.48541,0.60331,0.86844,1.2839
0.093367,0.23983,0.236,0.36264,0.48418,0.60178,0.86623,1.2806
0.093516,0.14265,0.2354,0.36172,0.48295,0.60025,0.86404,1.2774
0.093666,0.061039,0.23481,0.36081,0.48173,0.59874,0.86186,1.2742
0.093816,0.010238,0.23422,0.3599,0.48052,0.59723,0.85968,1.271
0.093966,0.070849,0.23363,0.35899,0.47931,0.59573,0.85752,1.2678
0.094116,0.058275,0.23304,0.35809,0.47811,0.59423,0.85537,1.2646
0.094266,0.036533,0.23246,0.3572,0.47691,0.59274,0.85323,1.2614
0.094416,0.035924,0.23188,0.3563,0.47572,0.59126,0.8511,1.2583
0.094565,0.054993,0.2313,0.35542,0.47453,0.58979,0.84897,1.2551
0.094715,0.09368,0.23072,0.35453,0.47335,0.58832,0.84686,1.252
0.094865,0.12547,0.23015,0.35365,0.47218,0.58686,0.84476,1.2489
0.095015,0.065695,0.22958,0.35278,0.47101,0.58541,0.84267,1.2458
0.095165,0.063283,0.22901,0.35191,0.46984,0.58396,0.84059,1.2427
0.095315,0.21274,0.22845,0.35104,0.46869,0.58252,0.83852,1.2397
0.095465,0.40692,0.22789,0.35017,0.46753,0.58109,0.83645,1.2366
0.095614,0.65318,0.22733,0.34932,0.46639,0.57966,0.8344,1.2336
0.095764,0.82883,0.22677,0.34846,0.46524,0.57824,0.83236,1.2306
0.095914,0.6569,0.22622,0.34761,0.46411,0.57683,0.83032,1.2276
0.096064,0.73712,0.22567,0.34676,0.46298,0.57543,0.8283,1.2246
0.096214,0.52803,0.22512,0.34592,0.46185,0.57403,0.82629,1.2216
0.096364,0.69377,0.22457,0.34508,0.46073,0.57263,0.82428,1.2186
0.096514,0.81629,0.22403,0.34424,0.45961,0.57125,0.82229,1.2157
0.096664,0.86344,0.22349,0.34341,0.4585,0.56987,0.8203,1.2127
0.096813,0.88273,0.22295,0.34258,0.4574,0.56849,0.81832,1.2098
0.096963,0.68645,0.22241,0.34176,0.4563,0.56713,0.81635,1.2069
0.097113,0.38023,0.22188,0.34094,0.4552,0.56577,0.8144,1.204
0.097263,0.19721,0.22135,0.34012,0.45412,0.56441,0.81245,1.2011
0.097413,0.036685,0.22082,0.33931,0.45303,0.56306,0.81051,1.1983
0.097563,0.083657,0.22029,0.3385,0.45195,0.56172,0.80857,1.1954
0.097713,0.28448,0.21977,0.3377,0.45088,0.56039,0.80665,1.1926
0.097862,0.3709,0.21925,0.3369,0.44981,0.55906,0.80474,1.1897
0.098012,0.45434,0.21873,0.3361,0.44874,0.55773,0.80283,1.1869
0.098162,0.43825,0.21821,0.33531,0.44768,0.55642,0.80094,1.1841
0.098312,0.33881,0.2177,0.33452,0.44663,0.5551,0.79905,1.1813
0.098462,0.37139,0.21719,0.33373,0.44558,0.5538,0.79717,1.1785
0.098612,0.32204,0.21668,0.33295,0.44453,0.5525,0.7953,1.1758
0.098762,0.24069,0.21617,0.33217,0.44349,0.55121,0.79344,1.173
0.098912,0.12114,0.21566,0.33139,0.44246,0.54992,0.79159,1.1703
0.099061,0.065864,0.21516,0.33062,0.44142,0.54864,0.78974,1.1676
0.099211,0.085823,0.21466,0.32985,0.4404,0.54736,0.78791,1.1648
0.099361,0.3725,0.21416,0.32909,0.43938,0.54609,0.78608,1.1621
0.099511,0.46659,0.21367,0.32832,0.43836,0.54483,0.78426,1.1595
0.099661,0.48302,0.21317,0.32757,0.43735,0.54357,0.78245,1.1568
0.099811,0.40004,0.21268,0.32681,0.43634,0.54232,0.78065,1.1541
0.099961,0.25233,0.21219,0.32606,0.43534,0.54107,0.77885,1.1515
0.10011,0.56877,0.21171,0.32531,0.43434,0.53983,0.77706,1.1488
0.10026,0.89819,0.21122,0.32457,0.43334,0.5386,0.77529,1.1462
0.10041,1.2382,0.21074,0.32383,0.43236,0.53737,0.77352,1.1436
0.10056,1.2784,0.21026,0.32309,0.43137,0.53614,0.77175,1.141
0.10071,0.88203,0.20978,0.32235,0.43039,0.53492,0.77,1.1384
0.10086,0.50132,0.20931,0.32162,0.42941,0.53371,0.76825,1.1358
0.10101,0.13963,0.20883,0.3209,0.42844,0.5325,0.76652,1.1332
0.10116,0.041988,0.20836,0.32017,0.42747,0.5313,0.76478,1.1307
0.10131,0.0077334,0.20789,0.31945,0.42651,0.5301,0.76306,1.1281
0.10146,0.059071,0.20743,0.31873,0.42555,0.52891,0.76135,1.1256
0.10161,0.12793,0.20696,0.31802,0.4246,0.52773,0.75964,1.1231
0.10176,0.35847,0.2065,0.31731,0.42365,0.52655,0.75794,1.1205
0.10191,0.6731,0.20604,0.3166,0.4227,0.52537,0.75625,1.118
0.10206,0.83397,0.20558,0.31589,0.42176,0.5242,0.75456,1.1155
0.10221,0.89693,0.20512,0.31519,0.42082,0.52303,0.75289,1.1131
0.10236,0.60131,0.20467,0.31449,0.41989,0.52188,0.75122,1.1106
0.10251,0.39308,0.20421,0.3138,0.41896,0.52072,0.74956,1.1081
0.10266,0.15248,0.20376,0.3131,0.41804,0.51957,0.7479,1.1057
0.10281,0.12242,0.20331,0.31241,0.41712,0.51843,0.74625,1.1033
0.10296,0.063914,0.20287,0.31173,0.4162,0.51729,0.74461,1.1008
0.10311,0.16204,0.20242,0.31104,0.41529,0.51615,0.74298,1.0984
0.10326,0.17557,0.20198,0.31036,0.41438,0.51502,0.74136,1.096
0.10341,0.3748,0.20154,0.30969,0.41347,0.5139,0.73974,1.0936
0.10356,0.45528,0.2011,0.30901,0.41257,0.51278,0.73813,1.0912
0.10371,0.43438,0.20066,0.30834,0.41168,0.51167,0.73652,1.0889
0.10386,0.33159,0.20023,0.30767,0.41079,0.51056,0.73493,1.0865
0.10401,0.11489,0.19979,0.30701,0.4099,0.50945,0.73334,1.0842
0.10416,0.084549,0.19936,0.30634,0.40901,0.50835,0.73175,1.0818
0.10431,0.21532,0.19893,0.30568,0.40813,0.50726,0.73018,1.0795
0.10446,0.37308,0.19851,0.30503,0.40726,0.50617,0.72861,1.0772
0.10461,0.5887,0.19808,0.30437,0.40638,0.50509,0.72705,1.0749
0.10476,0.59496,0.19766,0.30372,0.40551,0.50401,0.72549,1.0726
0.10491,0.48405,0.19724,0.30307,0.40465,0.50293,0.72395,1.0703
0.10506,0.402,0.19682,0.30243,0.40379,0.50186,0.7224,1.068
0.10521,0.20514,0.1964,0.30179,0.40293,0.50079,0.72087,1.0657
0.10536,0.19512,0.19598,0.30115,0.40207,0.49973,0.71934,1.0635
0.10551,0.17818,0.19557,0.30051,0.40122,0.49868,0.71782,1.0612
0.10566,0.13042,0.19515,0.29988,0.40038,0.49762,0.71631,1.059
0.10581,0.17044,0.19474,0.29925,0.39954,0.49658,0.7148,1.0568
0.10596,0.071865,0.19434,0.29862,0.3987,0.49553,0.7133,1.0545
