:			-	-	-	-	-	-	
			A	B	C	D	E	F	
Black	Dot	4153	0.0204	0.40135	3.94266			?	
Black	Dot	4154	0.01958	0.40015	3.68135			?	
Black	Dot	4155	0.0188	0.3991	3.42294			?	
Black	Dot	4156	0.01801	0.39822	3.17149			?	
Black	Dot	4157	0.01727	0.39755	2.92231			?	
Black	Dot	4158	0.01665	0.39711	2.67687			?	
Black	Dot	4159	0.01596	0.39691	2.43828			?	
Black	Dot	4160	0.01542	0.39695	2.20274			?	
Black	Dot	4161	0.01496	0.39722	1.97608			?	
Black	Dot	4162	0.01452	0.39772	1.74933			?	
Black	Dot	4163	0.01419	0.39841	1.53089			?	
Black	Dot	4164	0.01401	0.39927	1.31858			?	
Black	Dot	4165	0.01382	0.40027	1.1012			?	
Black	Dot	4166	0.01382	0.40137	0.89467			?	
Black	Dot	4167	0.01386	0.40254	0.68426			?	
Black	Dot	4168	0.01401	0.40373	0.47118			?	
Black	Dot	4169	0.01427	0.4049	0.25948			?	
Black	Dot	4170	0.01454	0.40602	0.04506			?	
Black	Dot	4171	0.015	0.40706	6.10605			?	
Black	Dot	4172	0.01542	0.408	5.88399			?	
Black	Dot	4173	0.01594	0.40881	5.65633			?	
Black	Dot	4174	0.01657	0.40947	5.42368			?	
Black	Dot	4175	0.01716	0.41	5.18824			?	
Black	Dot	4176	0.01781	0.41037	4.94618			?	
Black	Dot	4177	0.01857	0.41061	4.70554			?	
Black	Dot	4178	0.01925	0.41071	4.45507			?	
Black	Dot	4179	0.02002	0.41069	4.20481			?	
Black	Dot	4180	0.02081	0.41057	3.95284			?	
Black	Dot	4181	0.0216	0.41036	3.69418			?	
Black	Dot	4182	0.02241	0.41009	3.43445			?	
Black	Dot	4183	0.02322	0.40976	3.17561			?	
Black	Dot	4184	0.0241	0.4094	2.90852			?	
Black	Dot	4185	0.02493	0.40902	2.64462			?	
Black	Dot	4186	0.02578	0.40864	2.3764			?	
Black	Dot	4187	0.02668	0.40826	2.10744			?	
Black	Dot	4188	0.02755	0.40789	1.83683			?	
Black	Dot	4189	0.02838	0.40754	1.56407			?	
Black	Dot	4190	0.02931	0.4072	1.29191			?	
Black	Dot	4191	0.03015	0.40687	1.01679			?	
Black	Dot	4192	0.03101	0.40654	0.74003			?	
Black	Dot	4193	0.03188	0.40622	0.46485			?	
Black	Dot	4194	0.03274	0.40587	0.18587			?	
Black	Dot	4195	0.03359	0.4055	6.18976			?	
Black	Dot	4196	0.03442	0.40509	5.91089			?	
Black	Dot	4197	0.03525	0.40464	5.62932			?	
Black	Dot	4198	0.03613	0.40413	5.34755			?	
Black	Dot	4199	0.03687	0.40356	5.06467			?	
Black	Dot	4200	0.03773	0.40294	4.78146			?	
Black	Dot	4201	0.03853	0.40226	4.49638			?	
Black	Dot	4202	0.03927	0.40155	4.21101			?	
Black	Dot	4203	0.04008	0.40081	3.9243			?	
Black	Dot	4204	0.04081	0.40007	3.63822			?	
Black	Dot	4205	0.04157	0.39935	3.34818			?	
Black	Dot	4206	0.04225	0.39867	3.06046			?	
Black	Dot	4207	0.04296	0.39808	2.77098			?	
Black	Dot	4208	0.04366	0.39759	2.47879			?	
Black	Dot	4209	0.04425	0.39723	2.18887			?	
Black	Dot	4210	0.04488	0.39704	1.89623			?	
Black	Dot	4211	0.04551	0.39702	1.60393			?	
Black	Dot	4212	0.046	0.39722	1.31098			?	
Black	Dot	4213	0.04654	0.39762	1.01754			?	
Black	Dot	4214	0.04705	0.39823	0.72502			?	
Black	Dot	4215	0.04746	0.39906	0.43055			?	
Black	Dot	4216	0.04791	0.40009	0.13766			?	
Black	Dot	4217	0.04823	0.4013	6.12837			?	
Black	Dot	4218	0.04861	0.40266	5.83417			?	
Black	Dot	4219	0.04887	0.40413	5.54243			?	
Black	Dot	4220	0.04911	0.40568	5.25042			?	
Black	Dot	4221	0.04936	0.40726	4.95821			?	
Black	Dot	4222	0.0495	0.40883	4.66781			?	
Black	Dot	4223	0.04962	0.41033	4.37609			?	
Black	Dot	4224	0.04975	0.41174	4.08782			?	
Black	Dot	4225	0.04979	0.413	3.79686			?	
Black	Dot	4226	0.04978	0.41408	3.50849			?	
Black	Dot	4227	0.04978	0.41495	3.22091			?	
Black	Dot	4228	0.04969	0.41556	2.93209			?	
Black	Dot	4229	0.04958	0.41591	2.64494			?	
Black	Dot	4230	0.04937	0.41598	2.35814			?	
Black	Dot	4231	0.04918	0.41576	2.07054			?	
Black	Dot	4232	0.0489	0.41527	1.78375			?	
Black	Dot	4233	0.04853	0.4145	1.49636			?	
Black	Dot	4234	0.04818	0.41349	1.20955			?	
Black	Dot	4235	0.04777	0.41226	0.92138			?	
Black	Dot	4236	0.04722	0.41085	0.63319			?	
Black	Dot	4237	0.04675	0.40929	0.34529			?	
Black	Dot	4238	0.04614	0.40763	0.05597			?	
Black	Dot	4239	0.04554	0.40593	6.04905			?	
Black	Dot	4240	0.04485	0.40423	5.75959			?	
Black	Dot	4241	0.04417	0.40259	5.46964			?	
Black	Dot	4242	0.04346	0.40105	5.17735			?	
Black	Dot	4243	0.04265	0.39964	4.88836			?	
Black	Dot	4244	0.04189	0.39843	4.59648			?	
Black	Dot	4245	0.04107	0.39742	4.3064			?	
Black	Dot	4246	0.04019	0.39666	4.01618			?	
Black	Dot	4247	0.03934	0.39615	3.72634			?	
Black	Dot	4248	0.03845	0.3959	3.43886			?	
Black	Dot	4249	0.03752	0.3959	3.14996			?	
Black	Dot	4250	0.03661	0.39615	2.86454			?	
Black	Dot	4251	0.03564	0.39663	2.58108			?	
Black	Dot	4252	0.03472	0.39731	2.29678			?	
Black	Dot	4253	0.03372	0.39815	2.01728			?	
Black	Dot	4254	0.03273	0.39911	1.73944			?	
Black	Dot	4255	0.03181	0.40017	1.46203			?	
Black	Dot	4256	0.03076	0.40128	1.18955			?	
Black	Dot	4257	0.02982	0.40239	0.91777			?	
Black	Dot	4258	0.02889	0.40349	0.65037			?	
Black	Dot	4259	0.02792	0.40453	0.38364			?	
Black	Dot	4260	0.02699	0.40549	0.1208			?	
Black	Dot	4261	0.02616	0.40635	6.14665			?	
Black	Dot	4262	0.02527	0.40709	5.88687			?	
Black	Dot	4263	0.02449	0.40771	5.63541			?	
Black	Dot	4264	0.02371	0.4082	5.38504			?	
Black	Dot	4265	0.02303	0.40856	5.13723			?	
Black	Dot	4266	0.02239	0.40879	4.89296			?	
Black	Dot	4267	0.02176	0.4089	4.65254			?	
Black	Dot	4268	0.02132	0.40892	4.41264			?	
Black	Dot	4269	0.02085	0.40884	4.17688			?	
Black	Dot	4270	0.02047	0.4087	3.9414			?	
Black	Dot	4271	0.02027	0.4085	3.70998			?	
Black	Dot	4272	0.02004	0.40827	3.47643			?	
Black	Dot	4273	0.01993	0.40803	3.24509			?	
Black	Dot	4274	0.01993	0.40778	3.01446			?	
Black	Dot	4275	0.01995	0.40754	2.78158			?	
Black	Dot	4276	0.02008	0.40732	2.54591			?	
Black	Dot	4277	0.02024	0.40712	2.31394			?	
Black	Dot	4278	0.0205	0.40693	2.07304			?	
Black	Dot	4279	0.02078	0.40677	1.83349			?	
Black	Dot	4280	0.02111	0.40661	1.59149			?	
Black	Dot	4281	0.0215	0.40646	1.34483			?	
Black	Dot	4282	0.02194	0.4063	1.09656			?	
Black	Dot	4283	0.02232	0.40613	0.84544			?	
Black	Dot	4284	0.02285	0.40594	0.59215			?	
Black	Dot	4285	0.02332	0.40573	0.33579			?	
Black	Dot	4286	0.0238	0.40548	0.07636			?	
Black	Dot	4287	0.02434	0.4052	6.10026			?	
Black	Dot	4288	0.02487	0.40489	5.83726			?	
Black	Dot	4289	0.02536	0.40454	5.57056			?	
Black	Dot	4290	0.02592	0.40416	5.30709			?	
Black	Dot	4291	0.02644	0.40376	5.03719			?	
Black	Dot	4292	0.02697	0.40335	4.76741			?	
Black	Dot	4293	0.0275	0.40294	4.49768			?	
Black	Dot	4294	0.028	0.40255	4.22464			?	
Black	Dot	4295	0.02858	0.4022	3.95153			?	
Black	Dot	4296	0.02901	0.40189	3.67683			?	
Black	Dot	4297	0.02954	0.40166	3.40178			?	
Black	Dot	4298	0.03005	0.40151	3.1255			?	
Black	Dot	4299	0.03047	0.40146	2.84785			?	
Black	Dot	4300	0.03097	0.40152	2.56967			?	
Black	Dot	4301	0.03139	0.4017	2.29282			?	
Black	Dot	4302	0.03184	0.402	2.01095			?	
Black	Dot	4303	0.03223	0.40241	1.73289			?	
Black	Dot	4304	0.03263	0.40293	1.45302			?	
Black	Dot	4305	0.03304	0.40355	1.17081			?	
Black	Dot	4306	0.03339	0.40423	0.89121			?	
Black	Dot	4307	0.03373	0.40497	0.60967			?	
Black	Dot	4308	0.03415	0.40574	0.32815			?	
Black	Dot	4309	0.0344	0.4065	0.04651			?	
Black	Dot	4310	0.03477	0.40723	6.04765			?	
Black	Dot	4311	0.0351	0.40791	5.76698			?	
Black	Dot	4312	0.03539	0.40849	5.484			?	
Black	Dot	4313	0.0357	0.40896	5.20177			?	
Black	Dot	4314	0.03598	0.4093	4.92168			?	
Black	Dot	4315	0.03627	0.40948	4.63752			?	
Black	Dot	4316	0.03653	0.40948	4.35651			?	
Black	Dot	4317	0.03673	0.40932	4.0737			?	
Black	Dot	4318	0.03701	0.40897	3.79051			?	
Black	Dot	4319	0.03717	0.40845	3.50664			?	
Black	Dot	4320	0.03733	0.40778	3.22243			?	
Black	Dot	4321	0.03754	0.40697	2.93738			?	
Black	Dot	4322	0.03763	0.40605	2.65121			?	
Black	Dot	4323	0.03775	0.40504	2.36332			?	
Black	Dot	4324	0.03785	0.40399	2.07687			?	
Black	Dot	4325	0.03792	0.40292	1.7864			?	
Black	Dot	4326	0.03795	0.40189	1.49632			?	
Black	Dot	4327	0.03797	0.40092	1.20557			?	
Black	Dot	4328	0.03796	0.40005	0.91271			?	
Black	Dot	4329	0.03797	0.39933	0.61942			?	
Black	Dot	4330	0.03785	0.39878	0.32472			?	
Black	Dot	4331	0.03783	0.39843	0.03047			?	
Black	Dot	4332	0.03776	0.39829	6.01721			?	
Black	Dot	4333	0.03758	0.39839	5.72107			?	
Black	Dot	4334	0.0375	0.39872	5.42508			?	
Black	Dot	4335	0.03732	0.39928	5.1287			?	
Black	Dot	4336	0.03712	0.40005	4.83118			?	
Black	Dot	4337	0.03689	0.40101	4.53586			?	
Black	Dot	4338	0.03664	0.40214	4.24009			?	
Black	Dot	4339	0.03637	0.4034	3.94287			?	
Black	Dot	4340	0.03601	0.40474	3.64951			?	
Black	Dot	4341	0.03565	0.40613	3.35359			?	
Black	Dot	4342	0.03529	0.40752	3.05983			?	
Black	Dot	4343	0.0348	0.40887	2.76572			?	
Black	Dot	4344	0.03434	0.41013	2.47208			?	
Black	Dot	4345	0.03387	0.41127	2.17984			?	
Black	Dot	4346	0.03328	0.41224	1.88572			?	
Black	Dot	4347	0.03275	0.41303	1.59324			?	
Black	Dot	4348	0.0321	0.4136	1.30203			?	
Black	Dot	4349	0.03152	0.41393	1.00731			?	
Black	Dot	4350	0.03081	0.41403	0.71573			?	
Black	Dot	4351	0.03012	0.41388	0.42354			?	
Black	Dot	4352	0.02945	0.41349	0.12884			?	
Black	Dot	4353	0.02867	0.41286	6.12013			?	
Black	Dot	4354	0.02791	0.41202	5.825			?	
Black	Dot	4355	0.02718	0.41098	5.53245			?	
Black	Dot	4356	0.02634	0.40978	5.23665			?	
Black	Dot	4357	0.02554	0.40845	4.94186			?	
Black	Dot	4358	0.0247	0.40703	4.64834			?	
Black	Dot	4359	0.02387	0.40555	4.35139			?	
Black	Dot	4360	0.02299	0.40406	4.05491			?	
Black	Dot	4361	0.02207	0.40259	3.76178			?	
Black	Dot	4362	0.02122	0.4012	3.46288			?	
Black	Dot	4363	0.02028	0.3999	3.16788			?	
Black	Dot	4364	0.01932	0.39873	2.87074			?	
Black	Dot	4365	0.01841	0.39773	2.57561			?	
Black	Dot	4366	0.01747	0.3969	2.27844			?	
Black	Dot	4367	0.01646	0.39628	1.98191			?	
Black	Dot	4368	0.01558	0.39587	1.68953			?	
Black	Dot	4369	0.01459	0.39567	1.3932			?	
Black	Dot	4370	0.01366	0.39568	1.10074			?	
Black	Dot	4371	0.01273	0.3959	0.81265			?	
Black	Dot	4372	0.01179	0.3963	0.52443			?	
Black	Dot	4373	0.01092	0.39689	0.23879			?	
Black	Dot	4374	0.00997	0.39763	6.24552			?	
Black	Dot	4375	0.00911	0.3985	5.96979			?	
Black	Dot	4376	0.00827	0.39947	5.70451			?	
Black	Dot	4377	0.00738	0.40053	5.4438			?	
Black	Dot	4378	0.0066	0.40164	5.19935			?	
Black	Dot	4379	0.00586	0.40278	4.97196			?	
Black	Dot	4380	0.00509	0.40393	4.75078			?	
Black	Dot	4381	0.00449	0.40508	4.57867			?	
Black	Dot	4382	0.00392	0.4062	4.42771			?	
Black	Dot	4383	0.00349	0.40727	4.3094			?	
Black	Dot	4384	0.00324	0.40829	4.24416			?	
Black	Dot	4385	0.00317	0.40925	4.19784			?	
Black	Dot	4386	0.00326	0.41013	4.10857			?	
Black	Dot	4387	0.00354	0.41093	4.03798			?	
Black	Dot	4388	0.00389	0.41163	3.88994			?	
Black	Dot	4389	0.00433	0.41224	3.71813			?	
Black	Dot	4390	0.00479	0.41274	3.52241			?	
Black	Dot	4391	0.00525	0.41312	3.30305			?	
Black	Dot	4392	0.00578	0.41339	3.0586			?	
Black	Dot	4393	0.00618	0.41353	2.81566			?	
Black	Dot	4394	0.00666	0.41355	2.55465			?	
Black	Dot	4395	0.00713	0.41344	2.28952			?	
Black	Dot	4396	0.00748	0.4132	2.0164			?	
Black	Dot	4397	0.00791	0.41283	1.74298			?	
Black	Dot	4398	0.0083	0.41233	1.46404			?	
Black	Dot	4399	0.00861	0.41169	1.17985			?	
Black	Dot	4400	0.00898	0.41092	0.8963			?	
Black	Dot	4401	0.00925	0.41003	0.61519			?	
Black	Dot	4402	0.00958	0.40902	0.32133			?	
Black	Dot	4403	0.0098	0.4079	0.03794			?	
Black	Dot	4404	0.01004	0.40668	6.03181			?	
Black	Dot	4405	0.01027	0.40538	5.73886			?	
Black	Dot	4406	0.01044	0.40402	5.45055			?	
Black	Dot	4407	0.01056	0.40262	5.15462			?	
Black	Dot	4408	0.01075	0.40122	4.86565			?	
Black	Dot	4409	0.01082	0.39985	4.56563			?	
Black	Dot	4410	0.01089	0.39853	4.27042			?	
Black	Dot	4411	0.01097	0.3973	3.97752			?	
Black	Dot	4412	0.011	0.3962	3.67409			?	
Black	Dot	4413	0.01102	0.39525	3.37477			?	
Black	Dot	4414	0.011	0.3945	3.07956			?	
Black	Dot	4415	0.01101	0.39396	2.77246			?	
Black	Dot	4416	0.01095	0.39367	2.47243			?	
Black	Dot	4417	0.01089	0.39363	2.16958			?	
Black	Dot	4418	0.01085	0.39386	1.86371			?	
Black	Dot	4419	0.01077	0.39437	1.5613			?	
Black	Dot	4420	0.01066	0.39514	1.25142			?	
Black	Dot	4421	0.0106	0.39618	0.95168			?	
Black	Dot	4422	0.0105	0.39744	0.64312			?	
Black	Dot	4423	0.01038	0.39892	0.33621			?	
Black	Dot	4424	0.01029	0.40056	0.03641			?	
Black	Dot	4425	0.01015	0.40233	6.01252			?	
Black	Dot	4426	0.01008	0.40419	5.7085			?	
Black	Dot	4427	0.00986	0.40609	5.40579			?	
Black	Dot	4428	0.00977	0.40796	5.10356			?	
Black	Dot	4429	0.00963	0.40977	4.79736			?	
Black	Dot	4430	0.00941	0.41147	4.49401			?	
Black	Dot	4431	0.0093	0.41301	4.18844			?	
Black	Dot	4432	0.00912	0.41435	3.88533			?	
Black	Dot	4433	0.00895	0.41546	3.57051			?	
Black	Dot	4434	0.00879	0.4163	3.26732			?	
Black	Dot	4435	0.00861	0.41685	2.9546			?	
Black	Dot	4436	0.00848	0.41711	2.63739			?	
Black	Dot	4437	0.0083	0.41706	2.32252			?	
Black	Dot	4438	0.00815	0.41671	2.00299			?	
Black	Dot	4439	0.0081	0.41606	1.67893			?	
Black	Dot	4440	0.00791	0.41512	1.35187			?	
Black	Dot	4441	0.00787	0.41394	1.02252			?	
Black	Dot	4442	0.0078	0.41254	0.69605			?	
Black	Dot	4443	0.00776	0.41095	0.35481			?	
Black	Dot	4444	0.00772	0.40922	0.01964			?	
Black	Dot	4445	0.00771	0.40741	5.97035			?	
Black	Dot	4446	0.00773	0.40555	5.61865			?	
Black	Dot	4447	0.00774	0.40371	5.28116			?	
Black	Dot	4448	0.00776	0.40195	4.931			?	
Black	Dot	4449	0.00787	0.40029	4.58394			?	
Black	Dot	4450	0.00794	0.39881	4.23102			?	
Black	Dot	4451	0.00805	0.39753	3.87647			?	
Black	Dot	4452	0.00822	0.39648	3.52634			?	
Black	Dot	4453	0.00837	0.3957	3.16968			?	
Black	Dot	4454	0.00862	0.39521	2.8126			?	
Black	Dot	4455	0.00882	0.39501	2.46372			?	
Black	Dot	4456	0.00914	0.3951	2.11114			?	
Black	Dot	4457	0.00946	0.39546	1.75877			?	
Black	Dot	4458	0.00974	0.3961	1.41541			?	
Black	Dot	4459	0.01017	0.39696	1.07162			?	
Black	Dot	4460	0.01055	0.39803	0.73176			?	
Black	Dot	4461	0.01093	0.39926	0.39188			?	
Black	Dot	4462	0.01137	0.40061	0.06089			?	
Black	Dot	4463	0.0118	0.40204	6.01449			?	
Black	Dot	4464	0.01225	0.40349	5.68042			?	
Black	Dot	4465	0.01269	0.40493	5.36066			?	
Black	Dot	4466	0.01314	0.40631	5.03452			?	
Black	Dot	4467	0.01364	0.4076	4.71385			?	
Black	Dot	4468	0.01407	0.40876	4.39491			?	
Black	Dot	4469	0.01453	0.40977	4.07741			?	
Black	Dot	4470	0.01504	0.41061	3.76327			?	
Black	Dot	4471	0.01544	0.41126	3.44626			?	
Black	Dot	4472	0.01594	0.41171	3.13405			?	
Black	Dot	4473	0.01636	0.41197	2.82394			?	
Black	Dot	4474	0.01685	0.41202	2.50899			?	
Black	Dot	4475	0.01728	0.41187	2.20006			?	
Black	Dot	4476	0.01771	0.41155	1.89187			?	
Black	Dot	4477	0.01819	0.41107	1.58019			?	
Black	Dot	4478	0.01859	0.41043	1.27462			?	
Black	Dot	4479	0.019	0.40968	0.96543			?	
Black	Dot	4480	0.01945	0.40882	0.66097			?	
Black	Dot	4481	0.01979	0.40788	0.35325			?	
Black	Dot	4482	0.02017	0.4069	0.04709			?	
Black	Dot	4483	0.02051	0.40589	6.02663			?	
Black	Dot	4484	0.02083	0.40489	5.72007			?	
Black	Dot	4485	0.02115	0.40391	5.4136			?	
Black	Dot	4486	0.02137	0.40298	5.1115			?	
Black	Dot	4487	0.02167	0.40212	4.80443			?	
Black	Dot	4488	0.02187	0.40134	4.50069			?	
Black	Dot	4489	0.02204	0.40066	4.19623			?	
Black	Dot	4490	0.02223	0.40009	3.89295			?	
Black	Dot	4491	0.02239	0.39964	3.58919			?	
Black	Dot	4492	0.02245	0.39932	3.28458			?	
Black	Dot	4493	0.02259	0.39914	2.98488			?	
Black	Dot	4494	0.02263	0.39909	2.6811			?	
Black	Dot	4495	0.02267	0.39917	2.37986			?	
Black	Dot	4496	0.02269	0.39939	2.08095			?	
Black	Dot	4497	0.02266	0.39973	1.78161			?	
Black	Dot	4498	0.02268	0.4002	1.48313			?	
Black	Dot	4499	0.02256	0.40079	1.18744			?	
Black	Dot	4500	0.02249	0.40148	0.8922			?	
Black	Dot	4501	0.02241	0.40225	0.59893			?	
Black	Dot	4502	0.02223	0.40311	0.30622			?	
Black	Dot	4503	0.02209	0.40403	0.01602			?	
Black	Dot	4504	0.02193	0.405	6.01244			?	
Black	Dot	4505	0.02171	0.406	5.72214			?	
Black	Dot	4506	0.0215	0.40701	5.43983			?	
Black	Dot	4507	0.02127	0.40801	5.15661			?	
Black	Dot	4508	0.02103	0.40898	4.87336			?	
Black	Dot	4509	0.02078	0.40991	4.5955			?	
Black	Dot	4510	0.02047	0.41077	4.31808			?	
Black	Dot	4511	0.02029	0.41153	4.04176			?	
Black	Dot	4512	0.01994	0.41218	3.76836			?	
Black	Dot	4513	0.0197	0.4127	3.49654			?	
Black	Dot	4514	0.01946	0.41307	3.2276			?	
Black	Dot	4515	0.01919	0.41326	2.9595			?	
Black	Dot	4516	0.01895	0.41328	2.69206			?	
Black	Dot	4517	0.01873	0.41311	2.43262			?	
Black	Dot	4518	0.01852	0.41273	2.16632			?	
Black	Dot	4519	0.01831	0.41216	1.90749			?	
Black	Dot	4520	0.01811	0.41139	1.65054			?	
Black	Dot	4521	0.01799	0.41043	1.39014			?	
Black	Dot	4522	0.01782	0.40929	1.13465			?	
Black	Dot	4523	0.0177	0.40799	0.87989			?	
Black	Dot	4524	0.01765	0.40655	0.62264			?	
Black	Dot	4525	0.01756	0.40501	0.36993			?	
Black	Dot	4526	0.01751	0.40339	0.11195			?	
Black	Dot	4527	0.01754	0.40173	6.14322			?	
Black	Dot	4528	0.01754	0.40007	5.8852			?	
Black	Dot	4529	0.01758	0.39846	5.62837			?	
Black	Dot	4530	0.01768	0.39695	5.37232			?	
Black	Dot	4531	0.01775	0.39557	5.11249			?	
Black	Dot	4532	0.01793	0.39438	4.85081			?	
Black	Dot	4533	0.01802	0.39342	4.59138			?	
Black	Dot	4534	0.01827	0.39272	4.32741			?	
Black	Dot	4535	0.01847	0.39233	4.0621			?	
Black	Dot	4536	0.01866	0.39225	3.79844			?	
Black	Dot	4537	0.01897	0.39251	3.53116			?	
Black	Dot	4538	0.01924	0.3931	3.26465			?	
Black	Dot	4539	0.01948	0.39401	2.99594			?	
Black	Dot	4540	0.01982	0.39524	2.72952			?	
Black	Dot	4541	0.02012	0.39675	2.4605			?	
Black	Dot	4542	0.02041	0.3985	2.19072			?	
Black	Dot	4543	0.02076	0.40046	1.92425			?	
Black	Dot	4544	0.02105	0.40258	1.65546			?	
Black	Dot	4545	0.0214	0.4048	1.38593			?	
Black	Dot	4546	0.02168	0.40706	1.11968			?	
Black	Dot	4547	0.022	0.40931	0.85273			?	
Black	Dot	4548	0.02235	0.41149	0.58407			?	
Black	Dot	4549	0.0226	0.41354	0.31976			?	
Black	Dot	4550	0.02292	0.41542	0.05235			?	
Black	Dot	4551	0.02325	0.41706	6.07182			?	
Black	Dot	4552	0.02349	0.41844	5.80475			?	
Black	Dot	4553	0.02378	0.41951	5.54136			?	
Black	Dot	4554	0.02409	0.42025	5.27719			?	
Black	Dot	4555	0.02432	0.42063	5.01047			?	
Black	Dot	4556	0.02464	0.42065	4.74734			?	
Black	Dot	4557	0.02486	0.42031	4.48266			?	
Black	Dot	4558	0.02518	0.4196	4.21548			?	
Black	Dot	4559	0.02543	0.41855	3.95111			?	
Black	Dot	4560	0.02569	0.41717	3.6845			?	
Black	Dot	4561	0.02603	0.4155	3.41717			?	
Black	Dot	4562	0.02629	0.41357	3.14958			?	
Black	Dot	4563	0.02656	0.41143	2.88048			?	
Black	Dot	4564	0.02693	0.40913	2.61267			?	
Black	Dot	4565	0.02717	0.40673	2.34026			?	
Black	Dot	4566	0.02751	0.40428	2.06911			?	
Black	Dot	4567	0.02782	0.40184	1.79773			?	
Black	Dot	4568	0.02814	0.39949	1.52187			?	
Black	Dot	4569	0.02846	0.39726	1.24646			?	
Black	Dot	4570	0.02877	0.39524	0.97178			?	
Black	Dot	4571	0.02912	0.39346	0.69115			?	
Black	Dot	4572	0.02943	0.39197	0.41379			?	
Black	Dot	4573	0.02974	0.39082	0.13271			?	
Black	Dot	4574	0.03011	0.39002	6.13517			?	
Black	Dot	4575	0.03044	0.3896	5.85313			?	
Black	Dot	4576	0.03075	0.38956	5.57012			?	
Black	Dot	4577	0.03114	0.38989	5.28828			?	
Black	Dot	4578	0.03146	0.39058	5.00475			?	
Black	Dot	4579	0.03183	0.39161	4.72092			?	
Black	Dot	4580	0.03216	0.39294	4.43929			?	
Black	Dot	4581	0.03253	0.39453	4.15627			?	
Black	Dot	4582	0.03289	0.39635	3.87281			?	
Black	Dot	4583	0.03321	0.39833	3.59287			?	
Black	Dot	4584	0.03361	0.40042	3.31071			?	
Black	Dot	4585	0.03394	0.40259	3.03037			?	
Black	Dot	4586	0.03426	0.40475	2.75087			?	
Black	Dot	4587	0.03461	0.40688	2.47167			?	
Black	Dot	4588	0.03496	0.40892	2.19393			?	
Black	Dot	4589	0.03521	0.41083	1.91486			?	
Black	Dot	4590	0.03554	0.41256	1.63898			?	
Black	Dot	4591	0.0358	0.4141	1.3617			?	
Black	Dot	4592	0.03606	0.4154	1.08428			?	
Black	Dot	4593	0.03629	0.41646	0.80846			?	
Black	Dot	4594	0.03649	0.41726	0.53265			?	
Black	Dot	4595	0.03673	0.41779	0.25451			?	
Black	Dot	4596	0.03683	0.41804	6.26257			?	
Black	Dot	4597	0.03699	0.41803	5.98497			?	
Black	Dot	4598	0.03715	0.41774	5.70823			?	
Black	Dot	4599	0.03719	0.4172	5.43026			?	
Black	Dot	4600	0.03727	0.41641	5.15237			?	
Black	Dot	4601	0.03735	0.41541	4.87456			?	
Black	Dot	4602	0.03731	0.4142	4.59426			?	
Black	Dot	4603	0.03735	0.41283	4.31528			?	
Black	Dot	4604	0.03728	0.41131	4.0358			?	
Black	Dot	4605	0.03727	0.40968	3.75368			?	
Black	Dot	4606	0.03717	0.40797	3.47365			?	
Black	Dot	4607	0.03705	0.40623	3.19199			?	
Black	Dot	4608	0.03696	0.40448	2.90939			?	
Black	Dot	4609	0.03678	0.40277	2.62763			?	
Black	Dot	4610	0.03657	0.40113	2.34398			?	
Black	Dot	4611	0.03644	0.3996	2.06254			?	
Black	Dot	4612	0.03616	0.3982	1.77804			?	
Black	Dot	4613	0.03593	0.39698	1.49551			?	
Black	Dot	4614	0.03568	0.39595	1.21366			?	
Black	Dot	4615	0.03539	0.39514	0.93012			?	
Black	Dot	4616	0.03511	0.39455	0.64779			?	
Black	Dot	4617	0.03477	0.39422	0.36806			?	
Black	Dot	4618	0.0345	0.39413	0.08552			?	
Black	Dot	4619	0.03414	0.3943	6.08951			?	
Black	Dot	4620	0.0338	0.39471	5.81099			?	
Black	Dot	4621	0.0335	0.39536	5.53254			?	
Black	Dot	4622	0.03317	0.39624	5.25682			?	
Black	Dot	4623	0.03282	0.39731	4.9807			?	
Black	Dot	4624	0.03254	0.39856	4.70851			?	
Black	Dot	4625	0.03224	0.39995	4.43581			?	
Black	Dot	4626	0.03192	0.40145	4.16481			?	
Black	Dot	4627	0.03168	0.40304	3.89749			?	
Black	Dot	4628	0.03141	0.40466	3.62975			?	
Black	Dot	4629	0.03121	0.40629	3.36327			?	
Black	Dot	4630	0.03095	0.40789	3.10067			?	
Black	Dot	4631	0.0308	0.40941	2.83742			?	
Black	Dot	4632	0.03064	0.41083	2.57512			?	
Black	Dot	4633	0.03049	0.41211	2.31606			?	
Black	Dot	4634	0.0304	0.41322	2.05545			?	
Black	Dot	4635	0.03036	0.41413	1.79804			?	
Black	Dot	4636	0.03027	0.41481	1.53828			?	
Black	Dot	4637	0.03029	0.41525	1.28178			?	
Black	Dot	4638	0.03032	0.41543	1.02417			?	
Black	Dot	4639	0.03034	0.41534	0.76516			?	
Black	Dot	4640	0.03044	0.41499	0.50783			?	
Black	Dot	4641	0.03052	0.41438	0.24986			?	
Black	Dot	4642	0.03068	0.41352	6.27102			?	
Black	Dot	4643	0.03079	0.41243	6.0121			?	
Black	Dot	4644	0.03097	0.41113	5.74964			?	
Black	Dot	4645	0.03121	0.40966	5.48571			?	
Black	Dot	4646	0.03138	0.40804	5.22099			?	
Black	Dot	4647	0.03162	0.40632	4.9549			?	
Black	Dot	4648	0.03193	0.40454	4.68702			?	
Black	Dot	4649	0.0321	0.40275	4.41718			?	
Black	Dot	4650	0.03243	0.401	4.14584			?	
Black	Dot	4651	0.03267	0.39934	3.87425			?	
