Time (Myr BP)	Eccentricity	Obliquity (radians)	Perihelion longitude (radians)	Precessional index
0.57	0.03727	0.41265	0.71589	0.02446
0.571	0.03793	0.41435	0.43403	0.01595
0.572	0.03865	0.41586	0.15182	0.00584
0.573	0.0392	0.41716	6.15363	-0.00506
0.574	0.03985	0.41822	5.87215	-0.01592
0.575	0.04046	0.41904	5.59174	-0.0258
0.576	0.041	0.41961	5.30928	-0.03391
0.577	0.04158	0.41992	5.02845	-0.03952
0.578	0.0421	0.41997	4.74738	-0.04208
0.579	0.04261	0.41978	4.46402	-0.0413
0.58	0.04312	0.41934	4.18231	-0.0372
0.581	0.04351	0.41868	3.89876	-0.02989
0.582	0.04404	0.4178	3.61515	-0.02008
0.583	0.0444	0.41674	3.32984	-0.00831
0.584	0.04478	0.41551	3.04479	0.00433
0.585	0.04521	0.41414	2.75854	0.0169
0.586	0.0455	0.41267	2.47126	0.02827
0.587	0.04585	0.41111	2.18251	0.03754
0.588	0.04613	0.4095	1.8951	0.04373
0.589	0.04642	0.40787	1.60425	0.0464
0.59	0.04664	0.40624	1.31375	0.04511
0.591	0.04683	0.40465	1.02312	0.03998
0.592	0.04703	0.40312	0.73023	0.03137
0.593	0.04716	0.40169	0.43724	0.01997
0.594	0.04722	0.40037	0.14381	0.00677
0.595	0.04733	0.3992	6.13221	-0.00712
0.596	0.04733	0.3982	5.83751	-0.0204
0.597	0.04731	0.3974	5.54093	-0.03198
0.598	0.04723	0.39681	5.24558	-0.04067
0.599	0.04717	0.39645	4.94907	-0.04585
0.6	0.04697	0.39633	4.65067	-0.04688
0.601	0.04681	0.39644	4.35533	-0.04386
0.602	0.04657	0.39678	4.05707	-0.03692
0.603	0.04632	0.39736	3.75992	-0.02685
0.604	0.04599	0.39814	3.4633	-0.01454
0.605	0.04564	0.39912	3.16675	-0.00115
0.606	0.04531	0.40027	2.87065	0.01213
0.607	0.0448	0.40156	2.57521	0.02404
0.608	0.04437	0.40298	2.28036	0.03366
0.609	0.04387	0.40448	1.98724	0.04012
0.61	0.04328	0.40603	1.69317	0.04296
0.611	0.04271	0.4076	1.40167	0.0421
0.612	0.04205	0.40915	1.11144	0.03769
0.613	0.0414	0.41063	0.82013	0.03027
0.614	0.04065	0.41202	0.53252	0.02064
0.615	0.03985	0.41328	0.24462	0.00965
0.616	0.0391	0.41437	6.24114	-0.00164
0.617	0.03819	0.41527	5.95545	-0.01229
0.618	0.03726	0.41596	5.67091	-0.02142
0.619	0.03641	0.41642	5.38791	-0.02841
0.62	0.03534	0.41663	5.10378	-0.03266
0.621	0.03438	0.41661	4.82254	-0.03417
0.622	0.03332	0.41634	4.54183	-0.03284
0.623	0.03227	0.41584	4.26099	-0.02904
0.624	0.03119	0.41513	3.98114	-0.02322
0.625	0.03005	0.41421	3.7049	-0.01604
0.626	0.02899	0.41312	3.42585	-0.00813
0.627	0.02782	0.41188	3.15131	-0.00027
0.628	0.02667	0.41052	2.87666	0.00698
0.629	0.02558	0.40907	2.60457	0.01308
0.63	0.02443	0.40759	2.33424	0.01765
0.631	0.02328	0.4061	2.06607	0.02048
0.632	0.02221	0.40465	1.80286	0.02161
0.633	0.02111	0.40329	1.54173	0.0211
0.634	0.02004	0.40205	1.28341	0.01922
0.635	0.01901	0.40098	1.03617	0.01636
0.636	0.01805	0.40009	0.78749	0.01279
0.637	0.01711	0.39943	0.54899	0.00893
0.638	0.01626	0.399	0.31895	0.0051
0.639	0.01548	0.39882	0.09264	0.00143
0.64	0.01487	0.39888	6.1598	-0.00183
0.641	0.01425	0.39918	5.9502	-0.00466
0.642	0.0139	0.3997	5.74775	-0.00709
0.643	0.01364	0.40042	5.54896	-0.00914
0.644	0.01349	0.40133	5.35267	-0.01082
0.645	0.01358	0.40239	5.15854	-0.01225
0.646	0.01379	0.40357	4.96112	-0.01336
0.647	0.01407	0.40484	4.75613	-0.01406
0.648	0.01459	0.40617	4.55217	-0.0144
0.649	0.01514	0.4075	4.33569	-0.01408
0.65	0.0158	0.40882	4.11249	-0.01304
0.651	0.01655	0.41007	3.88596	-0.01121
0.652	0.01733	0.41122	3.65029	-0.00844
0.653	0.01821	0.41225	3.4062	-0.00476
0.654	0.01905	0.41313	3.16216	-0.00039
0.655	0.01998	0.41383	2.90895	0.00461
0.656	0.02092	0.41434	2.65247	0.00983
0.657	0.02182	0.41465	2.39391	0.01484
0.658	0.02276	0.41477	2.12894	0.01931
0.659	0.02372	0.41469	1.86548	0.0227
0.66	0.02459	0.41441	1.59382	0.02459
0.661	0.02549	0.41396	1.32424	0.02472
0.662	0.0264	0.41334	1.05143	0.02292
0.663	0.0272	0.41258	0.77367	0.01901
0.664	0.02805	0.41168	0.49785	0.0134
0.665	0.02881	0.41067	0.21886	0.00626
0.666	0.02962	0.40957	6.21906	-0.0019
0.667	0.03031	0.40841	5.9382	-0.01025
0.668	0.03101	0.40721	5.65328	-0.01827
0.669	0.03172	0.406	5.36764	-0.02515
0.67	0.03233	0.40481	5.08083	-0.03016
0.671	0.03293	0.40367	4.79182	-0.03282
0.672	0.03357	0.40259	4.5041	-0.03284
0.673	0.03407	0.40162	4.21202	-0.02989
0.674	0.03463	0.40076	3.92137	-0.02435
0.675	0.03511	0.40003	3.63064	-0.01649
0.676	0.03561	0.39946	3.33734	-0.00693
0.677	0.03605	0.39905	3.04447	0.0035
0.678	0.03642	0.39881	2.75273	0.01381
0.679	0.03687	0.39875	2.458	0.02328
0.68	0.03717	0.39886	2.16517	0.0308
0.681	0.03747	0.39915	1.87117	0.03579
0.682	0.0378	0.39961	1.57785	0.0378
0.683	0.03802	0.40024	1.28341	0.03646
0.684	0.03824	0.40103	0.99006	0.03197
0.685	0.03846	0.40197	0.69683	0.02468
0.686	0.03858	0.40304	0.40349	0.01515
0.687	0.03876	0.40422	0.1097	0.00424
0.688	0.0388	0.40548	6.10113	-0.00702
0.689	0.03891	0.4068	5.80847	-0.01779
0.69	0.03896	0.40816	5.51541	-0.02706
0.691	0.03894	0.40952	5.22458	-0.03395
0.692	0.03897	0.41086	4.93229	-0.03804
0.693	0.03896	0.41215	4.64173	-0.03887
0.694	0.03888	0.41337	4.34982	-0.03636
0.695	0.03883	0.41449	4.0603	-0.03086
0.696	0.03878	0.41548	3.77047	-0.02281
0.697	0.03862	0.41632	3.47894	-0.01278
0.698	0.0385	0.417	3.19139	-0.00192
0.699	0.03833	0.41748	2.90092	0.00914
0.7	0.03815	0.41776	2.61102	0.01931
0.701	0.03791	0.41783	2.32251	0.0277
0.702	0.03765	0.41766	2.03219	0.03371
0.703	0.03743	0.41727	1.74214	0.03688
0.704	0.03707	0.41664	1.45172	0.0368
0.705	0.03676	0.41579	1.1598	0.0337
0.706	0.03641	0.41472	0.86948	0.02782
0.707	0.03601	0.41347	0.57435	0.01956
0.708	0.03559	0.41204	0.28132	0.00988
0.709	0.03516	0.41048	6.2703	-0.00045
0.71	0.03469	0.40881	5.97148	-0.01064
0.711	0.03421	0.40706	5.67525	-0.01954
0.712	0.03366	0.40529	5.3752	-0.02653
0.713	0.0332	0.40352	5.07433	-0.03105
0.714	0.03261	0.4018	4.77191	-0.03255
0.715	0.03204	0.40018	4.46833	-0.03109
0.716	0.0315	0.39869	4.16391	-0.02688
0.717	0.03085	0.39737	3.85724	-0.02024
0.718	0.03023	0.39626	3.54944	-0.01199
0.719	0.02957	0.39539	3.24301	-0.00299
0.72	0.02889	0.39479	2.93182	0.00602
0.721	0.0282	0.39448	2.62225	0.01399
0.722	0.02741	0.39446	2.31171	0.02022
0.723	0.02668	0.39475	2.00024	0.02426
0.724	0.02589	0.39533	1.68631	0.02572
0.725	0.02498	0.39619	1.37454	0.02451
0.726	0.02422	0.3973	1.06041	0.02113
0.727	0.02329	0.39864	0.74502	0.01579
0.728	0.0224	0.40015	0.42895	0.00931
0.729	0.0215	0.40182	0.11277	0.00242
0.73	0.02057	0.40359	6.07829	-0.00419
0.731	0.01965	0.40542	5.75619	-0.00988
0.732	0.0187	0.40727	5.43904	-0.01398
0.733	0.01778	0.4091	5.11471	-0.01636
0.734	0.01686	0.41086	4.79007	-0.01681
0.735	0.01589	0.41253	4.46464	-0.01541
0.736	0.01498	0.41405	4.13363	-0.01254
0.737	0.01408	0.41541	3.80299	-0.00865
0.738	0.01313	0.41658	3.46154	-0.00413
0.739	0.01226	0.41753	3.1203	0.00026
0.74	0.01137	0.41825	2.77264	0.0041
0.741	0.01055	0.41873	2.4091	0.00705
0.742	0.00973	0.41896	2.0435	0.00866
0.743	0.00895	0.41896	1.66493	0.00891
0.744	0.00835	0.41872	1.26643	0.00796
0.745	0.00766	0.41825	0.85468	0.00578
0.746	0.00722	0.41759	0.42557	0.00298
0.747	0.00688	0.41674	6.26436	-0.00013
0.748	0.0067	0.41572	5.80567	-0.00308
0.749	0.00673	0.41455	5.34241	-0.00544
0.75	0.00683	0.41327	4.8947	-0.00672
0.751	0.00723	0.4119	4.44942	-0.00699
0.752	0.00763	0.41045	4.0237	-0.00589
0.753	0.00812	0.40898	3.61267	-0.00369
0.754	0.00874	0.40749	3.22078	-0.00069
0.755	0.00935	0.40601	2.8372	0.0028
0.756	0.00999	0.40459	2.46117	0.00629
0.757	0.01064	0.40324	2.10171	0.00918
0.758	0.0113	0.40199	1.7428	0.01114
0.759	0.01202	0.40086	1.39085	0.01182
0.76	0.0126	0.39987	1.04371	0.01089
0.761	0.0133	0.39903	0.70172	0.00858
0.762	0.01395	0.39835	0.36059	0.00492
0.763	0.01453	0.39784	0.02415	0.00035
0.764	0.01518	0.39751	5.97187	-0.00465
0.765	0.01572	0.39736	5.64292	-0.00939
0.766	0.01634	0.39738	5.30923	-0.01352
0.767	0.01683	0.39759	4.98335	-0.01622
0.768	0.01733	0.39797	4.65848	-0.01731
0.769	0.01786	0.39852	4.33178	-0.01658
0.77	0.01824	0.39923	4.01029	-0.01393
0.771	0.01863	0.4001	3.68828	-0.00969
0.772	0.01905	0.40109	3.36977	-0.00431
0.773	0.01931	0.40221	3.04876	0.00179
0.774	0.01961	0.40342	2.73131	0.00782
0.775	0.01985	0.4047	2.41642	0.01316
0.776	0.02004	0.40602	2.09822	0.01732
0.777	0.02021	0.40736	1.78307	0.01976
0.778	0.02029	0.40868	1.47015	0.02019
0.779	0.02044	0.40998	1.15445	0.01869
0.78	0.02044	0.41121	0.84114	0.01524
0.781	0.02045	0.41236	0.52827	0.01031
0.782	0.02048	0.41339	0.21432	0.00436
0.783	0.02042	0.41431	6.18654	-0.00197
0.784	0.02037	0.41507	5.87119	-0.00816
0.785	0.02026	0.41566	5.56254	-0.01337
0.786	0.02019	0.41606	5.24955	-0.01734
0.787	0.02002	0.41627	4.93612	-0.01952
0.788	0.01985	0.41627	4.6285	-0.01978
0.789	0.01965	0.41606	4.31359	-0.01811
0.79	0.01944	0.41564	4.00255	-0.01475
0.791	0.01913	0.41503	3.6892	-0.00996
0.792	0.01888	0.41422	3.37526	-0.00437
0.793	0.01858	0.41325	3.06058	0.0015
0.794	0.01821	0.41214	2.74186	0.00709
0.795	0.01787	0.41091	2.42437	0.01175
0.796	0.01749	0.4096	2.10571	0.01505
0.797	0.01712	0.40823	1.77851	0.01675
0.798	0.0167	0.40685	1.45697	0.01659
0.799	0.01629	0.40549	1.1273	0.01471
0.8	0.01593	0.40419	0.79693	0.01139
0.801	0.01549	0.40298	0.46245	0.00691
0.802	0.01508	0.40189	0.12634	0.0019
0.803	0.01478	0.40096	6.07256	-0.00309
0.804	0.01432	0.4002	5.7267	-0.00757
0.805	0.014	0.39965	5.385	-0.01095
0.806	0.01365	0.39932	5.03917	-0.01293
0.807	0.01334	0.39921	4.68641	-0.01334
0.808	0.01302	0.39934	4.33591	-0.01211
0.809	0.01272	0.39969	3.98153	-0.00947
0.81	0.0125	0.40025	3.62186	-0.00578
0.811	0.01226	0.401	3.26395	-0.0015
0.812	0.01206	0.40191	2.89662	0.00293
0.813	0.01195	0.40295	2.5364	0.0068
0.814	0.01187	0.40409	2.16622	0.00983
0.815	0.01183	0.40529	1.79659	0.01153
0.816	0.01188	0.40651	1.43377	0.01177
0.817	0.01199	0.40772	1.06258	0.01048
0.818	0.01219	0.40888	0.69823	0.00784
0.819	0.01238	0.40996	0.33496	0.00407
0.82	0.01271	0.41093	6.26033	-0.00029
0.821	0.01311	0.41178	5.9045	-0.00485
0.822	0.01345	0.41247	5.54998	-0.009
0.823	0.01397	0.41299	5.20698	-0.01229
0.824	0.01444	0.41333	4.86149	-0.01428
0.825	0.01498	0.41348	4.51988	-0.0147
0.826	0.01555	0.41344	4.18499	-0.01344
0.827	0.01612	0.41321	3.85112	-0.0105
0.828	0.0168	0.41281	3.51864	-0.00619
0.829	0.01738	0.41225	3.19072	-0.00085
0.83	0.01807	0.41155	2.86267	0.00497
0.831	0.01878	0.41074	2.53983	0.01063
0.832	0.01945	0.40984	2.21313	0.01557
0.833	0.02017	0.40888	1.8917	0.01914
0.834	0.02093	0.40788	1.57262	0.02093
0.835	0.02166	0.40688	1.24844	0.02054
0.836	0.02244	0.4059	0.93192	0.01801
0.837	0.02318	0.40496	0.61286	0.01333
0.838	0.02402	0.40409	0.29536	0.00699
0.839	0.02477	0.4033	6.26256	-0.00051
0.84	0.02555	0.40262	5.94723	-0.00842
0.841	0.02639	0.40206	5.63328	-0.01597
0.842	0.02711	0.40162	5.31959	-0.02227
0.843	0.0279	0.40132	5.00556	-0.02671
0.844	0.02863	0.40116	4.69524	-0.02863
0.845	0.02937	0.40114	4.38178	-0.02778
0.846	0.0301	0.40127	4.0707	-0.02411
0.847	0.03076	0.40153	3.76032	-0.01784
0.848	0.03147	0.40191	3.4503	-0.00956
0.849	0.03215	0.40241	3.13957	0.00006
0.85	0.03271	0.40302	2.8311	0.00999
0.851	0.03342	0.40371	2.52302	0.01938
0.852	0.03397	0.40447	2.21419	0.02718
0.853	0.03453	0.40529	1.90693	0.0326
0.854	0.0351	0.40616	1.60036	0.03509
0.855	0.03562	0.40706	1.29486	0.03427
0.856	0.03613	0.40797	0.9876	0.03016
0.857	0.03658	0.40889	0.68454	0.02313
0.858	0.03704	0.40979	0.38002	0.01374
0.859	0.03746	0.41066	0.07623	0.00285
0.86	0.0378	0.41149	6.05775	-0.00845
0.861	0.03814	0.41227	5.75494	-0.01923
0.862	0.03847	0.41297	5.45484	-0.02834
0.863	0.03867	0.41358	5.15315	-0.03497
0.864	0.03888	0.41408	4.85324	-0.03849
0.865	0.03904	0.41447	4.55444	-0.03855
0.866	0.03914	0.41472	4.25305	-0.03508
0.867	0.03919	0.41484	3.95489	-0.02847
0.868	0.03917	0.41481	3.65642	-0.01929
0.869	0.0392	0.41463	3.3556	-0.00832
0.87	0.03905	0.41429	3.05819	0.00325
0.871	0.03894	0.41379	2.75868	0.01455
0.872	0.03877	0.41314	2.46003	0.02443
0.873	0.03852	0.41232	2.16137	0.032
0.874	0.03824	0.41136	1.8609	0.03664
0.875	0.03795	0.41025	1.56438	0.03795
0.876	0.03757	0.40903	1.26266	0.0358
0.877	0.03715	0.4077	0.96438	0.03053
0.878	0.0367	0.40629	0.66566	0.02266
0.879	0.0362	0.40484	0.36531	0.01293
0.88	0.03564	0.40338	0.06634	0.00236
0.881	0.03498	0.40194	6.0501	-0.00808
0.882	0.03438	0.40056	5.75037	-0.01746
0.883	0.03364	0.39928	5.45103	-0.02488
0.884	0.03284	0.39812	5.15081	-0.02974
0.885	0.03208	0.39714	4.85299	-0.03176
0.886	0.03121	0.39635	4.55237	-0.03081
0.887	0.03029	0.39578	4.25432	-0.02716
0.888	0.02939	0.39547	3.95706	-0.0214
0.889	0.02836	0.39542	3.65944	-0.01404
0.89	0.02742	0.39565	3.36312	-0.00602
0.891	0.02631	0.39617	3.06902	0.00191
0.892	0.02529	0.39698	2.77701	0.00902
0.893	0.02423	0.39805	2.48504	0.01479
0.894	0.02306	0.39938	2.19853	0.01867
0.895	0.022	0.40092	1.91341	0.02072
0.896	0.02087	0.40265	1.63428	0.02082
0.897	0.01969	0.40451	1.35586	0.01924
0.898	0.01856	0.40647	1.0869	0.01643
0.899	0.01742	0.40846	0.82295	0.01277
0.9	0.01627	0.41044	0.56226	0.00867
0.901	0.01513	0.41237	0.31632	0.00471
0.902	0.01402	0.41418	0.07647	0.00107
0.903	0.01299	0.41586	6.12856	-0.002
0.904	0.01194	0.41734	5.91822	-0.00426
0.905	0.01103	0.41861	5.71882	-0.0059
0.906	0.01026	0.41963	5.53588	-0.00697
0.907	0.00956	0.42038	5.37719	-0.00753
0.908	0.0091	0.42085	5.22922	-0.00791
0.909	0.0089	0.42101	5.10336	-0.00822
0.91	0.00885	0.42086	4.9711	-0.00855
0.911	0.00909	0.42041	4.84544	-0.00901
0.912	0.00961	0.41966	4.70179	-0.00961
0.913	0.01019	0.41862	4.54146	-0.01004
0.914	0.01107	0.41734	4.36341	-0.0104
0.915	0.01198	0.41583	4.16937	-0.01026
0.916	0.01302	0.41414	3.95344	-0.00945
0.917	0.01412	0.41231	3.72956	-0.00783
0.918	0.01527	0.41038	3.49406	-0.00527
0.919	0.01648	0.40841	3.24327	-0.00167
0.92	0.0177	0.40644	2.99083	0.00266
0.921	0.01891	0.4045	2.7298	0.00757
0.922	0.02023	0.40265	2.46147	0.01272
0.923	0.02143	0.40093	2.19144	0.01743
0.924	0.02269	0.39936	1.91506	0.02136
0.925	0.02398	0.39798	1.63824	0.02393
0.926	0.0252	0.39682	1.35617	0.02462
0.927	0.02641	0.39591	1.0724	0.0232
0.928	0.02768	0.39525	0.79016	0.01967
0.929	0.02884	0.39486	0.50019	0.01383
0.93	0.03003	0.39475	0.21433	0.00639
0.931	0.03117	0.3949	6.20874	-0.00232
0.932	0.03233	0.39532	5.91812	-0.01154
0.933	0.03345	0.39597	5.6288	-0.02036
0.934	0.03452	0.39685	5.33873	-0.02797
0.935	0.03566	0.39791	5.04788	-0.03367
0.936	0.0367	0.39913	4.75826	-0.03666
0.937	0.03773	0.40047	4.4672	-0.03661
0.938	0.03879	0.40191	4.17877	-0.0334
0.939	0.0398	0.4034	3.88842	-0.02704
0.94	0.04077	0.40493	3.59892	-0.018
0.941	0.04177	0.40647	3.3115	-0.00706
0.942	0.04271	0.40798	3.02221	0.00509
0.943	0.04366	0.40944	2.73437	0.01729
0.944	0.04454	0.41085	2.44706	0.02851
0.945	0.04546	0.41216	2.15999	0.03779
0.946	0.04636	0.41336	1.87247	0.04427
0.947	0.04713	0.41443	1.58644	0.04712
0.948	0.04802	0.41537	1.30004	0.04627
0.949	0.0488	0.41614	1.01375	0.04142
0.95	0.04954	0.41675	0.72783	0.03296
0.951	0.0503	0.41718	0.44153	0.02149
0.952	0.05099	0.41743	0.1563	0.00794
0.953	0.05168	0.41749	6.15169	-0.00678
0.954	0.0523	0.41737	5.86638	-0.02117
0.955	0.0529	0.41707	5.57945	-0.03423
0.956	0.05352	0.41659	5.29134	-0.0448
0.957	0.05402	0.41593	5.0043	-0.05173
0.958	0.05454	0.41511	4.71627	-0.05454
0.959	0.05508	0.41414	4.42735	-0.05286
0.96	0.05544	0.41303	4.1383	-0.04655
0.961	0.05591	0.41178	3.84811	-0.03629
0.962	0.05626	0.41043	3.55848	-0.02278
0.963	0.05659	0.40899	3.26608	-0.00703
0.964	0.05689	0.4075	2.97457	0.00946
0.965	0.05715	0.40598	2.68211	0.02534
0.966	0.05738	0.40447	2.38736	0.03929
0.967	0.05756	0.403	2.09411	0.04986
0.968	0.05765	0.4016	1.79819	0.05617
0.969	0.05781	0.40032	1.50283	0.05768
0.97	0.05781	0.39918	1.20612	0.05401
0.971	0.0578	0.39821	0.90874	0.04559
0.972	0.05778	0.39744	0.61203	0.03319
0.973	0.05767	0.3969	0.31313	0.01776
0.974	0.05751	0.3966	0.01474	0.00085
0.975	0.05731	0.39656	6.00094	-0.01596
0.976	0.05707	0.39678	5.7008	-0.03139
0.977	0.05675	0.39727	5.40335	-0.04373
0.978	0.05639	0.39802	5.10524	-0.05209
0.979	0.05598	0.39901	4.80756	-0.05573
0.98	0.05553	0.40023	4.51051	-0.0544
0.981	0.05495	0.40162	4.2138	-0.04826
0.982	0.05444	0.40317	3.91881	-0.03818
0.983	0.05379	0.40482	3.62351	-0.02493
0.984	0.05309	0.40654	3.32986	-0.00994
0.985	0.05239	0.40826	3.03722	0.00546
0.986	0.05159	0.40996	2.74585	0.01989
0.987	0.05078	0.41157	2.45455	0.03221
0.988	0.04985	0.41306	2.16573	0.04128
0.989	0.04893	0.41439	1.87744	0.04665
0.99	0.04797	0.41552	1.58903	0.04796
0.991	0.04688	0.41643	1.30378	0.04522
0.992	0.04582	0.41708	1.01783	0.03899
0.993	0.04472	0.41746	0.7334	0.02993
0.994	0.04348	0.41756	0.44943	0.01889
0.995	0.04232	0.41736	0.16698	0.00703
0.996	0.04106	0.41687	6.16852	-0.0047
0.997	0.03975	0.41611	5.8867	-0.01535
0.998	0.03847	0.41509	5.60644	-0.02409
0.999	0.03707	0.41383	5.32867	-0.03025
1	0.03576	0.41239	5.04837	-0.03376
1.001	0.03429	0.41079	4.77249	-0.03423
1.002	0.03288	0.4091	4.49629	-0.03212
1.003	0.03149	0.40736	4.22122	-0.02776
1.004	0.03	0.40562	3.94897	-0.02167
1.005	0.02856	0.40393	3.67745	-0.01458
1.006	0.0272	0.40235	3.41158	-0.00725
1.007	0.02573	0.40092	3.14528	-0.00009
1.008	0.02436	0.39967	2.88622	0.00615
1.009	0.02303	0.39865	2.63324	0.01121
1.01	0.02174	0.39787	2.3814	0.01498
1.011	0.0205	0.39736	2.14164	0.01725
1.012	0.01936	0.39715	1.90893	0.01827
1.013	0.01831	0.39723	1.68141	0.01819
1.014	0.01743	0.3976	1.46866	0.01733
1.015	0.0166	0.39826	1.26103	0.01581
1.016	0.01609	0.39918	1.06569	0.01408
1.017	0.01566	0.40034	0.87419	0.01201
1.018	0.01545	0.40168	0.69127	0.00985
1.019	0.01556	0.40317	0.50685	0.00755
1.02	0.01575	0.40476	0.32337	0.00501
1.021	0.01621	0.40638	0.13167	0.00213
1.022	0.01687	0.408	6.22159	-0.00104
1.023	0.01765	0.40957	6.01518	-0.00467
1.024	0.01857	0.41104	5.80173	-0.0086
1.025	0.01961	0.41238	5.58378	-0.01263
1.026	0.02072	0.41357	5.35154	-0.01663
1.027	0.02191	0.41459	5.11563	-0.02015
1.028	0.02312	0.4154	4.87492	-0.02281
1.029	0.0244	0.41602	4.62466	-0.02431
1.03	0.02568	0.41641	4.3719	-0.0242
1.031	0.02694	0.41659	4.11474	-0.02227
1.032	0.02828	0.41655	3.85249	-0.01845
1.033	0.02956	0.41628	3.58848	-0.01277
1.034	0.03081	0.41581	3.31884	-0.00543
1.035	0.0321	0.41513	3.04983	0.00294
1.036	0.03337	0.41427	2.77526	0.01195
1.037	0.03453	0.41325	2.4991	0.02069
1.038	0.03579	0.4121	2.22274	0.02845
1.039	0.03693	0.41083	1.94171	0.03442
1.04	0.03811	0.4095	1.66042	0.03796
1.041	0.0392	0.40812	1.37743	0.03846
1.042	0.04028	0.40672	1.09298	0.03577
1.043	0.04137	0.40535	0.80588	0.02985
1.044	0.04234	0.40402	0.51935	0.02101
1.045	0.04335	0.40275	0.23051	0.0099
1.046	0.04432	0.40156	6.2246	-0.00259
1.047	0.04517	0.40048	5.93351	-0.01548
1.048	0.04609	0.39951	5.64261	-0.02754
1.049	0.04691	0.39868	5.35119	-0.03766
1.05	0.0477	0.39799	5.05754	-0.04488
1.051	0.04845	0.39747	4.76452	-0.04838
1.052	0.04914	0.39712	4.47172	-0.04773
1.053	0.04988	0.39696	4.17559	-0.04286
1.054	0.05044	0.39701	3.88275	-0.03405
1.055	0.05107	0.39726	3.58728	-0.02202
1.056	0.05166	0.39771	3.29251	-0.00777
1.057	0.05214	0.39836	2.99808	0.00746
1.058	0.05262	0.39921	2.70264	0.02236
1.059	0.0531	0.40023	2.40933	0.0355
1.06	0.05347	0.40142	2.11371	0.04578
1.061	0.05387	0.40276	1.82025	0.0522
1.062	0.05418	0.40423	1.52759	0.05413
1.063	0.05451	0.40581	1.23333	0.05143
1.064	0.05475	0.40746	0.94141	0.04426
1.065	0.05496	0.40917	0.64976	0.03325
1.066	0.0552	0.4109	0.35799	0.01934
1.067	0.0553	0.41262	0.06781	0.00375
1.068	0.05541	0.41429	6.06028	-0.01225
1.069	0.05551	0.41587	5.77166	-0.02717
1.07	0.05554	0.41733	5.48237	-0.03987
1.071	0.05551	0.41862	5.19359	-0.04921
1.072	0.05549	0.4197	4.90685	-0.05444
1.073	0.05541	0.42055	4.61794	-0.05516
1.074	0.05528	0.42114	4.3312	-0.05131
1.075	0.05512	0.42144	4.04369	-0.04325
1.076	0.05492	0.42143	3.75634	-0.03167
1.077	0.05474	0.4211	3.46866	-0.01759
1.078	0.05439	0.42045	3.18075	-0.00213
1.079	0.05415	0.41948	2.89309	0.01332
1.08	0.05381	0.4182	2.60348	0.02758
1.081	0.05339	0.41662	2.31397	0.03931
1.082	0.05302	0.41477	2.02396	0.04767
1.083	0.05256	0.41269	1.7327	0.05188
1.084	0.05206	0.4104	1.43922	0.05161
1.085	0.05155	0.40797	1.14662	0.04699
1.086	0.05097	0.40545	0.85132	0.03834
1.087	0.0504	0.40289	0.55471	0.02654
1.088	0.0497	0.40038	0.25743	0.01265
1.089	0.04902	0.39797	6.24129	-0.00205
1.09	0.04832	0.39575	5.94048	-0.01624
1.091	0.04747	0.39378	5.63892	-0.02851
1.092	0.04668	0.39212	5.33458	-0.03794
1.093	0.04581	0.39082	5.03177	-0.04349
1.094	0.04492	0.38994	4.72495	-0.04491
1.095	0.04395	0.38948	4.41971	-0.04208
1.096	0.04296	0.38947	4.11432	-0.03551
1.097	0.04197	0.38993	3.80595	-0.02588
1.098	0.04089	0.39082	3.50084	-0.01437
1.099	0.03976	0.39213	3.19462	-0.00211
1.1	0.0387	0.39384	2.88835	0.0097
1.101	0.03746	0.39588	2.58377	0.01983
1.102	0.0363	0.39822	2.27942	0.02756
1.103	0.03508	0.40077	1.97723	0.03222
1.104	0.03379	0.40347	1.67506	0.03361
1.105	0.03251	0.40624	1.37376	0.03188
1.106	0.03117	0.40901	1.07732	0.02745
1.107	0.02984	0.41169	0.77718	0.02093
1.108	0.02842	0.41423	0.48133	0.01316
1.109	0.02698	0.41656	0.18664	0.00501
1.11	0.02554	0.41862	6.17374	-0.00279
1.111	0.02406	0.42038	5.88046	-0.00943
1.112	0.0225	0.4218	5.58469	-0.01447
1.113	0.02102	0.42286	5.29293	-0.01758
1.114	0.01948	0.42356	4.99712	-0.0187
1.115	0.01787	0.42388	4.70213	-0.01787
1.116	0.01636	0.42382	4.40989	-0.01562
1.117	0.01476	0.4234	4.11099	-0.01217
1.118	0.0132	0.42262	3.81416	-0.00823
1.119	0.01161	0.42152	3.51955	-0.00429
1.12	0.01004	0.42011	3.21774	-0.00076
1.121	0.0085	0.41845	2.91707	0.00189
1.122	0.0069	0.41656	2.61589	0.00346
1.123	0.00533	0.41451	2.30659	0.00395
1.124	0.0038	0.41234	2.00616	0.00345
1.125	0.00219	0.41012	1.64819	0.00219
1.126	0.00066	0.4079	1.25409	0.00063
1.127	0.00091	0.40574	4.40525	-0.00087
1.128	0.00248	0.40369	4.03264	-0.00193
1.129	0.00402	0.4018	3.69449	-0.00211
1.13	0.00559	0.40009	3.37826	-0.00131
1.131	0.00705	0.39859	3.07536	0.00047
1.132	0.00864	0.39734	2.76321	0.00319
1.133	0.0101	0.39632	2.45616	0.00639
1.134	0.01152	0.39556	2.14915	0.00965
1.135	0.01301	0.39505	1.84236	0.01253
1.136	0.01439	0.3948	1.53491	0.01438
1.137	0.01573	0.39481	1.22733	0.01481
1.138	0.01708	0.39507	0.92161	0.01361
1.139	0.01831	0.39556	0.61419	0.01055
