Freq,Power,Theor.AR(1),chi2 80%,chi2 90%,chi2 95%,chi2 99%,chi2 crit.
75.648,6.7396E-05,6.3293E-05,9.7257E-05,0.00012985,0.00016139,0.00023232,0.00034338
75.77,3.1924E-05,6.3128E-05,9.7002E-05,0.00012951,0.00016097,0.00023171,0.00034248
75.892,6.14E-05,6.2963E-05,9.6749E-05,0.00012917,0.00016055,0.0002311,0.00034159
76.014,9.9242E-05,6.2799E-05,9.6497E-05,0.00012884,0.00016013,0.0002305,0.0003407
76.137,1.8431E-05,6.2635E-05,9.6246E-05,0.0001285,0.00015971,0.0002299,0.00033981
76.259,2.4981E-05,6.2473E-05,9.5997E-05,0.00012817,0.0001593,0.0002293,0.00033893
76.381,4.6809E-05,6.2311E-05,9.5748E-05,0.00012784,0.00015889,0.00022871,0.00033805
76.503,8.8112E-05,6.2151E-05,9.5501E-05,0.00012751,0.00015848,0.00022812,0.00033718
76.625,0.00013985,6.199E-05,9.5255E-05,0.00012718,0.00015807,0.00022753,0.00033631
76.748,0.0002196,6.1831E-05,9.501E-05,0.00012685,0.00015766,0.00022695,0.00033545
76.87,0.00012053,6.1673E-05,9.4767E-05,0.00012653,0.00015726,0.00022637,0.00033459
76.992,5.611E-05,6.1515E-05,9.4524E-05,0.0001262,0.00015686,0.00022579,0.00033373
77.114,3.3413E-05,6.1358E-05,9.4283E-05,0.00012588,0.00015646,0.00022521,0.00033288
77.236,5.2966E-05,6.1202E-05,9.4043E-05,0.00012556,0.00015606,0.00022464,0.00033203
77.359,2.4311E-05,6.1046E-05,9.3804E-05,0.00012524,0.00015566,0.00022407,0.00033119
77.481,0.0001063,6.0892E-05,9.3566E-05,0.00012492,0.00015527,0.0002235,0.00033035
77.603,7.9107E-05,6.0738E-05,9.333E-05,0.00012461,0.00015487,0.00022293,0.00032951
77.725,9.2823E-05,6.0584E-05,9.3094E-05,0.00012429,0.00015448,0.00022237,0.00032868
77.847,0.00012578,6.0432E-05,9.286E-05,0.00012398,0.00015409,0.00022181,0.00032786
77.97,6.8692E-05,6.028E-05,9.2627E-05,0.00012367,0.00015371,0.00022126,0.00032703
78.092,4.6857E-05,6.0129E-05,9.2395E-05,0.00012336,0.00015332,0.0002207,0.00032621
78.214,1.57E-05,5.9979E-05,9.2164E-05,0.00012305,0.00015294,0.00022015,0.0003254
78.336,1.9177E-05,5.9829E-05,9.1934E-05,0.00012275,0.00015256,0.0002196,0.00032459
78.459,2.9062E-05,5.968E-05,9.1705E-05,0.00012244,0.00015218,0.00021905,0.00032378
78.581,7.0604E-05,5.9532E-05,9.1478E-05,0.00012214,0.0001518,0.00021851,0.00032298
78.703,7.5768E-05,5.9385E-05,9.1251E-05,0.00012183,0.00015142,0.00021797,0.00032218
78.825,2.6328E-05,5.9238E-05,9.1026E-05,0.00012153,0.00015105,0.00021743,0.00032138
78.947,1.5911E-05,5.9092E-05,9.0802E-05,0.00012123,0.00015068,0.0002169,0.00032059
79.07,3.6945E-05,5.8947E-05,9.0578E-05,0.00012093,0.00015031,0.00021636,0.0003198
79.192,9.2923E-05,5.8802E-05,9.0356E-05,0.00012064,0.00014994,0.00021583,0.00031901
79.314,8.4655E-05,5.8658E-05,9.0135E-05,0.00012034,0.00014957,0.0002153,0.00031823
79.436,3.3958E-05,5.8515E-05,8.9915E-05,0.00012005,0.00014921,0.00021478,0.00031746
79.558,0.00012414,5.8372E-05,8.9696E-05,0.00011976,0.00014884,0.00021425,0.00031668
79.681,0.00014283,5.8231E-05,8.9478E-05,0.00011947,0.00014848,0.00021373,0.00031591
79.803,7.0809E-05,5.8089E-05,8.9261E-05,0.00011918,0.00014812,0.00021321,0.00031515
