Peaks found on 2018-10-20 11:48:22.215821

Number    Wavelength 
0  5470.687150966186
1  5575.709124562465
2  6363.310107317314
3  7139.087274392271
4  7396.105693794181
5  7633.662414183109
6  7898.643026059441
7  8330.440427955295
8  8386.315639599528
9  8416.403088996496
10  8423.808446606705
11  8762.500130587063
12  8816.833565412164
13  8832.027600702055
14  8886.470397363315
15  8916.531775735559
16  8944.37120225691
17  8988.633223760835
18  9313.08874105545
