Peaks found on 2018-10-20 10:48:37.145215

Number    Wavelength 
0  4955.218089259538
1  5574.412741530719
2  5884.761432683166
3  6531.422697780384
4  8430.127849120528
5  8817.654213704129
6  8844.971717974244
7  8970.849183809893
8  9239.258705159513
9  9283.66394253507
10  9301.910498677495
11  9315.483732432001
