Peaks found on 2018-10-30 16:25:49.357267

Number    Wavelength 
0  5023.065423949549
1  5023.065452000031
2  5212.610062089172
3  5848.639945358825
4  6550.7446184577775
5  6625.823856587361
6  6682.427111793585
7  6746.94658910713
8  8843.92360325773
9  8858.44939073732
10  9051.054875460086
11  9057.857496500055
